legid,reconstructed_duration
#222:47974,360
#223:48130,1394
#222:48340,164
#226:13499,479
#223:48335,681
#224:48329,364
#224:48510,262
#227:13543,235
#225:48500,1401
#228:13531,470
#223:48517,920
#229:13525,115
#224:48511,695
#226:13602,235
#225:48693,826
#223:49365,643
#224:49685,1182
#225:49958,556
#222:48390,262
#226:13515,262
#223:48386,131
#224:48380,131
#223:48701,131
#225:48682,131
#224:48530,786
#223:48631,393
#227:13577,393
#224:48625,1835
#223:48700,1180
#224:48694,131
#222:48706,655
#223:48656,393
#224:48650,1180
#223:48657,262
#227:13582,524
#228:13568,131
#223:48711,4719
#223:49110,655
#224:49104,918
#223:50101,278
#225:50083,243
#222:50109,647
#223:50102,136
#227:14055,1003
#225:50085,1527
#222:50111,2515
#223:50104,303
#223:33406,5636
#227:9272,131
#223:33873,4063
#227:9430,786
#225:33871,262
#224:33871,262
#223:34264,524
#223:34743,786
#225:34744,393
#228:9687,1704
#226:9688,918
#227:9688,131
#222:34747,918
#225:34935,1442
#223:34938,262
#226:9746,393
#224:34937,262
#222:34937,1049
#227:9745,655
#223:34937,131
#228:9745,655
#222:35005,524
#225:38434,393
#225:33471,393
#223:33474,262
#224:33474,786
#225:33690,262
#228:9371,524
#222:33693,393
#223:33693,1049
#222:33694,524
#223:33694,131
#225:33709,131
#223:34412,918
#225:34414,131
#229:9595,524
#225:34528,262
#229:9627,131
#222:34530,524
#224:35436,524
#225:35435,655
#224:35437,393
#225:35436,393
#222:35442,786
#223:35441,393
#224:35438,393
#225:35437,524
#222:35443,524
#225:38815,131
#225:39710,131
#225:43975,1180
#222:44501,131
#223:44497,1049
#224:44492,786
#225:33540,1311
#224:33541,131
#224:33567,262
#225:33566,1180
#226:9328,524
#222:33568,786
#222:33550,1835
#223:33550,524
#228:9484,655
#222:34064,131
#227:9378,101
#224:33722,3860
#228:9378,285
#222:33723,180
#229:9377,1107
#223:33723,202
#224:33724,1303
#228:9379,1194
#225:33723,567
#223:33725,740
#223:33726,2028
#225:33725,944
#223:43615,3327
#222:44548,1103
#223:43641,2342
#224:43640,181
#225:43632,360
#226:12149,1472
#222:43650,1200
#227:12145,933
#225:43633,587
#222:43654,835
#223:43654,1477
#224:43649,177
#222:43659,1180
#223:43655,335
#224:43650,314
#225:43642,1468
#225:43646,1660
#224:43655,1106
#225:43647,1570
#222:43665,92
#225:43648,1684
#225:43649,357
#228:12140,1246
#222:43667,1330
#223:43663,1915
#224:43663,312
#229:12140,392
#225:43655,2321
#222:43673,205
#222:43674,268
#223:43670,1516
#224:35838,4691
#223:35843,1301
#227:9979,235
#224:35839,285
#222:43695,407
#223:43691,3127
#224:43686,5255
#227:12158,360
#225:43678,336
#222:43696,340
#223:43693,513
#228:12150,323
#224:43688,3395
#225:43680,5380
#222:43698,447
#229:12146,255
#223:43694,5057
#224:43689,856
#225:43681,1249
#222:43699,4669
#223:43695,942
#224:43690,558
#226:12163,1168
#225:43682,435
#222:43700,1797
#223:43696,293
#224:43691,984
#225:43683,1970
#222:43701,515
#224:43692,4577
#225:43684,407
#227:12159,391
#223:43698,225
#224:43693,90
#225:43685,4182
#222:43703,1401
#223:43699,181
#224:43694,1592
#224:43696,864
#225:43688,227
#222:43706,740
#223:43702,1085
#224:43697,158
#226:12164,435
#225:43689,4569
#222:43707,4922
#227:12160,755
#224:43699,544
#222:43709,407
#223:43705,566
#224:43700,950
#225:43692,9797
#225:43694,1061
#222:43712,1247
#228:12152,614
#223:43708,5408
#224:43703,498
#225:43695,6702
#222:43713,4206
#229:12148,243
#223:43709,164
#224:43704,3182
#225:43696,852
#222:43714,885
#223:43710,995
#224:43705,390
#225:43697,311
#222:43715,796
#222:46581,944
#224:46570,1624
#225:46560,216
#222:46582,1394
#226:13040,484
#223:46577,1334
#224:46571,7491
#222:46583,5085
#228:13025,900
#223:46578,1199
#224:46572,995
#223:46579,1792
#222:44549,985
#226:12400,246
#223:44545,991
#227:12395,1190
#224:44540,176
#222:44550,876
#228:12387,767
#223:44546,641
#225:44531,4635
#224:46573,91
#225:46563,4374
#223:48515,3914
#225:47113,1780
#224:47124,378
#227:13176,302
#225:47114,797
#222:47133,1183
#222:48530,1085
#223:48524,4554
#222:48529,5256
#224:48518,5967
#223:48522,863
#228:13532,480
#224:48516,190
#225:48505,6448
#222:48528,930
#225:48504,4526
#224:48514,1806
#225:48501,3162
#226:13549,1362
#225:48502,491
#227:13544,1307
#224:48513,906
#225:48503,90
#223:48519,1022
#222:48526,1871
#223:48518,386
#225:48499,402
#223:48514,1621
#225:33729,1180
#229:9379,393
#222:33731,131
#224:33736,2097
#223:33737,131
#224:50774,153
#224:34020,2745
#225:34298,1968
#225:34735,1631
#223:36243,1765
#224:36240,972
#222:36248,273
#223:36245,1412
#224:36241,1147
#225:36237,323
#222:36541,1595
#223:39932,1414
#222:39936,185
#225:38953,1140
#225:39919,452
#225:48293,1820
#224:48303,1793
#222:42303,1969
#223:42299,677
#222:34402,263
#225:42287,445
#222:42304,1303
#223:42300,275
#224:42295,531
#225:42288,545
#222:42305,169
#223:42301,638
#225:42289,489
#222:42306,1585
#223:42302,1232
#224:42297,366
#222:42307,606
#223:42303,886
#225:42291,610
#224:35439,1450
#224:42299,1892
#222:42309,317
#223:42305,136
#224:42300,992
#225:42293,1235
#228:11760,368
#223:42306,202
#229:11757,286
#224:42301,194
#226:11773,313
#225:42294,283
#227:11769,756
#222:42311,227
#228:9701,551
#225:34798,943
#222:34800,960
#226:9702,1237
#223:34800,889
#227:9702,246
#225:34799,167
#227:9780,195
#224:35064,494
#222:35120,554
#226:9807,877
#225:35167,290
#227:9807,260
#222:35170,235
#222:35446,1048
#224:35442,738
#229:9879,636
#225:35441,421
#226:9885,386
#222:35447,200
#223:35452,304
#224:35472,1582
#225:35493,340
#222:35499,713
#229:9894,777
#223:35498,420
#222:34935,2228
#226:9744,131
#223:34935,1835
#223:36927,1966
#227:10335,255853
#224:35845,655
#224:36936,2884
#225:36932,393
#223:38547,786
#227:10791,131
#224:38542,131
#225:39193,524
#227:10962,262
#222:39207,2359
#222:35079,2097
#223:35076,393
#225:35074,655
#222:35077,655
#223:35079,918
#223:35093,1573
#225:38518,1311
#223:38528,1049
#228:10778,393
#224:38661,1049
#223:38666,1049
#223:38974,1966
#224:38969,262
#226:10906,262
#225:38964,131
#223:39006,393
#224:39001,4063
#224:47816,1966
#225:47806,1835
#222:47828,1966
#224:47817,2228
#223:35314,2228
#228:9849,131
#225:35311,393
#223:47823,2097
#223:49920,1966
#225:49892,1311
#225:35315,524
#224:35453,1704
#225:35452,1573
#229:9849,131
#223:35325,1442
#222:35382,262
#228:9866,786
#224:35378,393
#224:35379,131
#225:35378,1049
#224:35608,918
#223:36753,393
#225:36843,131
#228:10310,524
#222:36855,131
#225:39707,918
#224:45222,131
#229:12628,131
#225:45212,524
#222:45231,786
#224:45220,393
#225:45210,524
#223:45224,786
#223:40464,393
#226:11300,524
#224:40459,131
#225:40452,262
#224:40458,131
#227:11295,524
#225:40451,524
#222:40469,393
#223:40465,131
#222:45885,131
#222:48501,393
#223:48495,524
#225:48481,524
#225:48482,131
#227:13540,524
#223:48499,262
#224:48493,393
#224:35610,131
#225:35608,262
#224:35940,949
#224:36037,419
#226:10042,235
#225:36033,406
#227:10038,398
#222:36045,317
#225:36109,560
#224:36873,450
#225:36869,272
#222:36881,181
#225:36810,632
#226:10310,1405
#222:36822,548
#223:36819,376
#227:10306,225
#224:36815,465
#228:10303,1197
#225:36811,315
#229:10300,1625
#222:36823,500
#226:10311,1585
#223:36820,190
#227:10307,645
#224:36816,505
#228:10304,415
#225:36812,185
#223:36817,622
#226:10309,372
#224:36813,432
#227:10305,2140
#225:36809,1849
#225:36891,405
#227:10327,542
#222:36903,1213
#222:37029,1149
#229:10358,353
#223:37026,686
#226:10370,1407
#223:37501,1769
#222:37453,408
#223:37450,592
#222:37459,1999
#225:37446,2073
#222:37460,1589
#226:10490,461
#224:37452,419
#225:37447,711
#222:37461,427
#224:37498,86
#225:37493,5167
#225:37491,707
#223:37509,995
#228:10498,202
#224:37504,691
#224:37496,3715
#225:37817,3889
#223:38650,357
#227:10821,522
#224:38645,1234
#225:38640,2079
#222:38876,543
#223:38873,825
#225:39204,1841
#222:39349,498
#228:10992,474
#223:39345,1211
#223:39537,797
#224:39791,1567
#222:39971,1858
#223:40402,1625
#223:40403,2256
#225:40932,1024
#223:41091,465
#228:11467,513
#224:41086,378
#225:41817,4193
#222:42197,1574
#224:42495,387
#225:42488,365
#223:42501,2201
#225:43011,1792
#223:43528,2780
#224:43523,590
#225:43515,814
#222:43533,477
#222:43914,2074
#222:44267,1997
#223:44890,725
#224:44885,272
#225:36940,437
#226:10350,183
#223:36972,2160
#222:38374,182
#227:10741,266
#224:38366,195
#228:10735,815
#225:38361,203
#222:38375,405
#222:38379,498
#226:10747,241
#223:38376,148
#223:38378,2338
#224:38373,321
#229:10735,1254
#225:38368,136
#224:38374,2214
#223:40222,227
#224:40217,1143
#223:43284,3182
#229:12035,282
#224:43279,1590
#224:44634,3030
#229:12427,257
#222:44644,128
#225:47208,2565
#222:47230,1087
#227:13207,320
#224:47219,1044
#228:13197,342
#223:47226,224
#229:13191,459
#224:47220,1982
#223:37046,131
#224:37041,918
#225:37037,1573
#222:38232,1966
#223:38229,262
#225:38219,786
#227:10707,262
#222:38233,393
#228:10701,131
#224:38332,824
#229:10725,131
#223:38338,262
#224:40057,131
#225:40050,1180
#228:11170,131
#222:37142,589
#223:37139,4390
#226:10394,429
#224:37134,227
#223:37140,200
#227:10390,329
#225:37130,2296
#222:37144,1392
#223:37141,91
#224:37136,481
#225:37131,3576
#222:37145,3634
#222:37782,839
#222:37783,287
#223:37782,227
#222:37784,751
#222:37785,1515
#224:37777,363
#225:37772,997
#222:37936,9620
#227:10628,987
#222:37937,727
#222:38807,499
#225:38794,635
#223:39120,1732
#224:39117,363
#223:39804,636
#225:39776,726
#223:39788,681
#223:39787,454
#227:11108,634
#224:39782,363
#222:39791,574
#224:39781,393
#223:39786,499
#225:39773,772
#224:39780,1453
#223:39785,198
#225:39772,636
#223:40085,772
#225:40073,305
#222:40090,1497
#224:40113,501
#224:40224,636
#222:43578,635
#223:41057,1044
#224:43568,816
#229:12108,256
#225:43560,738
#224:41057,635
#222:41063,721
#224:41053,440
#225:41045,499
#224:41052,540
#223:41315,513
#223:41329,632
#222:43302,401
#222:43549,300
#227:12113,937
#223:43545,168
#225:43552,2734
#228:12110,256
#222:43571,366
#226:12123,439
#224:43562,220
#224:43567,2651
#227:12120,592
#222:43575,1004
#225:43557,599
#224:43565,705
#223:43544,574
#224:42657,1708
#222:43548,736
#225:43530,870
#223:43297,523
#228:12041,534
#224:43292,526
#224:43538,660
#224:43563,658
#227:12119,648
#222:43573,395
#223:43569,588
#223:45964,794
#225:45948,1006
#223:45965,700
#225:47950,677
#224:48018,1644
#225:48009,531
#223:48026,839
#225:47084,451
#224:45481,410
#222:45486,590
#222:45484,1141
#222:45941,272
#224:45929,407
#226:12854,1243
#225:45919,455
#225:45950,1120
#229:12841,1042
#222:45972,194
#226:12863,239
#223:45967,178
#224:45959,1271
#226:12862,1456
#227:12857,884
#222:45971,636
#228:12847,517
#223:45966,815
#223:47102,2674
#228:13159,302
#224:47096,438
#222:37249,131
#227:10426,262
#225:37236,131
#228:10420,786
#222:37250,262
#229:10417,131
#223:37310,262
#226:10448,131
#223:37342,131
#222:37347,131
#222:37345,393
#228:10449,393
#224:38956,1311
#225:39298,262
#223:39911,1049
#225:38414,524
#222:38428,655
#223:38425,655
#224:37321,262
#225:37316,918
#222:37330,1049
#229:10439,918
#226:10453,1049
#223:38428,1311
#223:37706,364
#224:37701,1548
#223:37704,111
#227:10556,250
#225:37694,1641
#226:10561,505
#225:37695,211
#225:37941,956
#226:10635,309
#222:37955,136
#225:37948,1022
#222:37957,497
#224:37947,1046
#225:37942,91
#222:37956,1308
#225:37693,272
#222:37707,1542
#225:37690,135
#222:37704,1205
#228:10549,239
#223:37701,363
#224:37696,215
#229:10546,565
#225:37691,317
#222:37705,496
#224:37697,1186
#225:37692,226
#226:10560,645
#223:37703,90
#224:37698,919
#222:37700,1180
#223:37697,445
#224:37690,408
#225:37685,591
#222:37699,274
#223:37696,1115
#223:37695,410
#222:37698,680
#223:37694,500
#224:37689,1273
#223:37693,345
#227:10554,278
#224:37688,1413
#228:10548,238
#225:37683,155
#225:37682,722
#226:10558,324
#222:37696,676
#222:37695,181
#223:37692,406
#225:37681,452
#223:37691,542
#224:37686,222
#224:37684,612
#223:37949,136
#224:37944,996
#225:37938,2754
#227:10630,366
#222:37952,1219
#224:38804,226
#227:10862,953
#222:38813,445
#222:38245,393
#224:38237,1049
#225:38232,1311
#223:38420,131
#226:10761,1704
#224:38415,131
#225:38410,524
#222:38424,524
#223:38421,1180
#224:38416,786
#225:38411,262
#222:38425,131
#224:38543,182
#227:10792,2097
#224:39785,1049
#224:39788,262
#222:39871,1311
#224:39932,786
#225:39925,262
#227:11148,1180
#222:39942,262
#224:40310,262
#229:11793,1049
#225:42459,1704
#223:38592,523
#222:38826,3368
#224:38818,8902
#224:38901,226
#225:38896,1106
#223:38908,830
#223:39815,1330
#224:39549,3619
#228:11041,920
#225:39543,784
#229:11038,322
#222:39559,1583
#226:11054,246
#223:39555,1719
#224:39810,2528
#224:39972,182
#229:11147,478
#223:39981,761
#224:39976,2549
#225:39969,2670
#223:39982,3282
#222:39987,4097
#226:11163,297
#224:39978,3840
#225:40084,812
#222:40101,949
#225:40423,514
#222:40440,246
#222:42343,405
#223:42339,2891
#228:11769,240
#224:42334,85
#222:42344,530
#224:42335,1473
#223:42343,1834
#229:11766,308
#225:42331,83
#224:42339,1785
#224:42497,1165
#224:38843,1677
#225:38838,1633
#223:38959,407
#224:38954,1535
#225:38949,378
#229:10889,1847
#223:38960,226
#226:10903,1538
#224:38955,430
#227:10899,1199
#225:38950,407
#225:39172,609
#223:39183,452
#224:39178,233
#228:10951,236
#225:39173,317
#222:39187,181
#223:39184,813
#224:39179,226
#224:39469,1332
#222:39479,858
#222:38994,1226
#223:39136,762
#222:39157,669
#228:11021,293
#223:39470,143
#225:39458,186
#223:39154,393
#226:10952,131
#225:39144,262
#225:39324,132
#222:39359,275
#228:10994,410
#223:39355,401
#229:10991,240
#224:39350,183
#226:11006,1056
#222:39360,409
#223:39356,2050
#227:11002,752
#225:39346,591
#223:39357,1298
#228:10995,382
#224:39352,3345
#229:10992,779
#226:11007,1295
#224:39353,1081
#225:39348,1090
#222:39363,726
#224:39354,545
#227:11003,1070
#225:39349,365
#222:39364,999
#223:39361,499
#224:39356,680
#225:39351,651
#227:11004,348
#222:39366,354
#225:39352,364
#222:39367,860
#223:39363,359
#224:39358,334
#225:39354,318
#222:39369,811
#224:39360,95
#224:39536,589
#225:39530,590
#222:39546,370
#222:39918,363
#223:39914,727
#224:39909,311
#222:43328,531
#223:43324,671
#224:43319,269
#225:43311,683
#227:12055,282
#222:43329,884
#223:43325,134
#228:12047,571
#224:43320,173
#225:43312,528
#229:12043,392
#223:43326,1115
#224:43321,264
#225:43313,719
#222:43331,295
#226:12060,1153
#223:43327,559
#224:43322,300
#225:43314,169
#227:12056,270
#222:43332,109
#223:43328,315
#228:12048,240
#225:43315,865
#223:43329,84
#229:12044,1201
#224:43324,327
#225:43316,844
#222:43334,818
#226:12061,269
#223:43330,565
#222:43335,621
#227:12057,216
#223:43331,199
#224:43326,388
#225:43319,919
#229:12045,856
#223:43333,276
#224:43328,574
#222:43326,499
#223:43322,861
#224:43317,136
#228:12046,553
#225:43309,1072
#229:12042,768
#222:43327,409
#223:43323,101
#226:12059,270
#224:43314,500
#226:12058,926
#222:43324,410
#227:12054,374
#224:43315,182
#225:43307,91
#222:43325,1729
#225:43308,340
#224:43310,635
#225:43302,391
#226:12057,208
#223:43316,1272
#224:43311,227
#227:12053,449
#225:43303,634
#224:43309,182
#225:43299,273
#222:43317,1407
#223:43313,363
#224:43308,322
#226:12056,261
#225:43300,400
#224:43298,456
#225:43290,1769
#222:43308,181
#229:12038,426
#223:43304,545
#224:43299,225
#224:43302,91
#225:43294,470
#227:12051,396
#222:43312,226
#224:43303,772
#225:43295,271
#224:43304,1408
#224:43305,411
#225:43297,589
#222:43315,363
#222:43306,502
#223:43302,2361
#225:43289,1997
#228:12042,371
#222:43307,1046
#223:43303,682
#223:43998,581
#224:43993,763
#225:43985,199
#228:12232,670
#222:44003,1576
#223:45529,715
#228:12715,271
#223:45530,1136
#224:45526,1358
#227:12725,464
#223:45532,242
#225:45519,491
#227:12726,1326
#222:45540,224
#223:45535,806
#224:45530,670
#225:45520,1769
#228:12717,312
#224:45531,1166
#229:12711,276
#225:45521,754
#226:12732,289
#222:45542,2261
#223:45537,2690
#227:12727,235
#225:45522,284
#228:12718,1492
#222:45543,3896
#229:12712,229
#225:45523,721
#226:12733,237
#223:45539,220
#224:45534,450
#225:45524,2132
#227:12728,1590
#224:45535,129
#228:12719,698
#225:45525,153
#229:12713,697
#222:45546,1254
#226:12734,632
#223:45541,1301
#224:45536,654
#227:12729,320
#225:45526,1903
#223:45542,276
#224:45537,404
#228:12720,206
#225:45527,1527
#223:45543,672
#224:45538,629
#225:45528,225
#222:45549,173
#223:45544,264
#224:45539,267
#225:45529,1549
#223:45550,455
#224:45545,1179
#225:45535,417
#223:39552,524
#224:39547,262
#222:39816,524
#228:11104,393
#223:39812,655
#229:11101,1049
#224:39807,1180
#225:39800,786
#227:11113,655
#222:39817,262
#222:39806,918
#223:39802,918
#224:39797,393
#222:39807,262
#224:39804,1049
#224:39828,262
#222:40226,1049
#224:40226,524
#225:40219,655
#222:40236,393
#222:40237,131
#223:40233,131
#224:40228,393
#223:40232,1311
#223:40308,1442
#225:42284,131
#229:11755,262
#223:42297,262
#224:42292,655
#223:48705,1180
#228:13580,1180
#224:48699,7602
#225:48687,524
#222:48712,393
#223:48706,524
#224:48700,1180
#225:48688,1049
#229:13574,524
#225:39821,1360
#227:11125,90
#222:39857,1208
#228:11117,255
#223:39853,835
#224:39853,558
#222:40104,182
#223:40100,307
#227:11188,564
#224:40095,655
#222:40324,452
#224:39834,739
#229:11110,360
#224:40084,2088
#222:40376,2056
#227:11269,521
#223:40372,356
#222:40377,1245
#223:40373,173
#225:40365,317
#222:40382,993
#223:40378,575
#222:40620,227
#223:40616,855
#227:11345,510
#224:40611,197
#228:11337,1336
#225:40604,537
#229:11334,749
#223:40617,577
#223:40619,3610
#224:41602,192
#226:11609,248
#225:41595,1128
#227:11605,779
#222:41612,897
#228:11597,1451
#223:41608,379
#229:11594,916
#224:41603,235
#226:11610,1421
#225:41596,621
#224:41549,1586
#226:11599,238
#222:41559,1700
#223:41780,1528
#224:41775,420
#224:41758,272
#222:41768,1196
#229:11639,249
#223:41764,1184
#224:41759,119
#224:41833,1492
#224:42212,1782
#223:42533,1402
#224:42528,313
#225:42524,1710
#225:42947,1562
#225:43271,136
#222:43289,1430
#225:43432,1594
#224:43487,455
#228:12096,544
#225:43479,682
#229:12092,237
#223:43493,328
#224:44234,1717
#222:44245,1936
#227:12311,290
#223:44241,186
#223:44371,299
#224:44366,726
#222:44413,801
#224:46683,1225
#224:40121,131
#222:40267,1330
#224:40258,609
#225:40251,1100
#222:40268,704
#223:40264,828
#225:40252,7367
#223:41912,262
#222:41916,262
#225:41900,655
#222:41917,655
#223:41913,1573
#225:41901,131
#228:11678,524
#222:41918,1573
#223:41914,131
#224:40367,393
#228:11261,918
#225:40433,524
#225:40567,786
#223:40580,2884
#223:40581,131
#225:40493,2158
#227:11307,504
#222:40510,1925
#228:11299,975
#223:40506,833
#224:40501,497
#229:11296,636
#225:40494,120
#226:11312,738
#222:40511,142
#223:40507,1371
#224:40502,702
#225:40495,359
#227:11308,1640
#222:40512,667
#223:40508,754
#224:40503,929
#225:40496,549
#228:11300,1090
#222:40513,206
#223:40509,522
#224:40504,952
#229:11297,1223
#225:40497,757
#222:40514,342
#226:11313,336
#223:40510,444
#224:40505,608
#227:11309,897
#225:40498,835
#222:40515,844
#223:40511,185
#224:40506,703
#228:11301,712
#225:40499,582
#222:40516,1932
#229:11298,264
#223:40512,165
#226:11314,951
#224:40507,11412
#227:11310,243
#225:40500,575
#228:11302,1315
#222:40517,216
#229:11299,1290
#223:40513,192
#226:11315,236
#224:40508,571
#227:11311,413
#225:40501,924
#228:11303,177
#222:40518,913
#229:11300,190
#223:40514,1057
#224:40509,771
#225:40502,2492
#222:40519,1671
#223:40515,10006
#227:11312,556
#224:40510,2950
#225:40503,1895
#228:11304,305
#222:40520,1501
#223:40516,1238
#224:40511,727
#223:40528,1518
#222:41056,871
#225:40602,451
#223:40780,343
#229:11407,1030
#225:40823,525
#224:40853,405
#225:40846,1038
