legid,ACT,CP,GT,WYR
#23:3972,0,0,0,0
#23:3983,0,0,0,1
#23:3984,1,0,-1,0
#23:3985,0,0,0,1
#23:4002,1,0,0,0
#23:4004,1,0,0,0
#23:4010,1,0,0,0
#23:4025,-1,0,0,0
#23:4027,0,0,3,0
#23:4029,1,0,0,0
#23:4037,1,0,1,1
#23:4041,1,0,3,7
#23:4042,1,0,0,1
#23:4043,0,0,0,0
#23:4044,0,1,0,-1
#23:4047,0,0,0,0
#23:4049,0,0,-1,3
#23:4060,0,0,1,0
#23:4067,0,0,0,1
#23:4069,1,0,0,0
#23:4072,0,-7,0,-4
#23:4073,0,-6,3,0
#23:4102,0,0,0,0
#23:4103,1,0,0,0
#23:4109,1,0,1,0
#23:4139,0,0,1,0
#23:4151,0,0,-1,0
#23:4160,1,0,1,3
#23:4163,0,0,0,0
#23:4165,1,0,0,0
#23:4171,1,0,0,0
#23:4183,0,0,0,-1
#23:4194,0,2,3,0
#23:4199,0,0,2,0
#23:4208,1,0,0,0
#23:4214,1,0,0,0
#23:4215,0,0,0,0
#23:4217,1,0,-1,0
#23:4225,1,2,3,0
#23:4230,0,0,0,0
#23:4232,0,0,0,0
#23:4236,0,0,0,0
#23:4240,0,0,3,3
#23:4242,0,0,0,1
#23:4243,0,0,0,1
#23:4245,0,0,0,0
#23:4251,-1,0,2,0
#23:4256,0,0,2,6
#23:4257,1,0,1,3
#23:4267,0,0,2,1
#23:4268,-1,0,3,2
#23:4270,0,0,1,5
#23:4278,0,0,2,-3
#23:4282,1,0,-1,0
#23:4284,0,0,2,3
#23:4288,0,0,0,0
#23:4290,-1,0,0,-1
#23:4298,1,0,0,0
#23:4299,1,0,5,1
#23:4304,0,0,0,0
#23:4307,0,0,0,1
#23:4308,1,0,0,0
#23:4316,0,0,2,0
#23:4317,1,0,0,3
#23:4321,1,0,0,0
#23:4322,1,0,0,0
#23:4333,1,9,9,8
#23:4335,0,-1,0,0
#23:4336,0,0,0,1
#23:4338,1,0,0,0
#23:4395,1,0,0,0
#23:4409,1,0,2,0
#23:4411,0,0,0,0
#23:4412,0,4,3,0
#23:4419,0,0,0,0
#23:4421,1,0,0,1
#23:4422,0,0,0,0
#23:4428,1,-2,7,0
#23:4446,0,0,0,-1
#23:4450,1,0,1,3
#23:4454,1,0,0,3
#23:4455,1,0,0,0
#23:4456,1,0,-2,-1
#23:4457,0,0,4,0
#23:4458,0,0,3,1
#23:4461,1,0,0,0
#23:4464,-1,0,-3,3
#23:4468,0,-2,0,-1
#23:4471,1,0,0,0
#23:4472,-1,0,10,0
#23:4475,0,0,0,2
#23:4476,1,1,1,0
#23:4484,1,0,0,0
#23:4492,1,0,0,0
#23:4493,-1,0,-1,-3
#23:4494,-1,-3,2,-3
#23:4502,0,0,1,2
#23:4503,0,0,0,1
#23:4506,0,0,0,0
#23:4515,0,0,0,0
#23:4520,0,3,-3,0
#23:4530,0,0,1,0
#23:4544,1,0,1,1
#23:4547,1,5,8,-6
#23:4554,-1,0,0,0
#23:4557,1,0,0,0
#23:4559,0,0,-1,0
#23:4560,0,0,-1,0
#23:4562,0,0,2,0
#23:4570,1,0,2,0
#23:4571,0,0,3,2
#23:4576,1,0,1,1
#23:4579,0,0,1,0
#23:4597,1,0,1,1
#23:4598,1,0,2,1
#23:4599,0,0,1,0
#23:4613,0,0,1,0
#23:4623,0,0,2,0
#23:4626,0,0,0,4
#23:4631,0,0,3,4
#23:4632,0,1,1,0
#23:4633,0,0,0,5
#23:4638,0,3,3,2
#23:4645,0,0,1,2
#23:4647,1,0,-1,1
#23:4649,0,1,-1,0
#23:4650,0,6,3,-3
#23:4656,0,0,3,3
#23:4657,1,0,0,0
#23:4660,1,0,0,0
#23:4662,-1,3,8,-3
#23:4666,1,0,0,0
#23:4668,1,0,0,0
#23:4675,0,0,0,0
#23:4681,1,0,1,0
#23:4682,1,0,0,0
#23:4691,0,0,4,6
#23:4697,1,0,0,0
#23:4698,1,0,0,0
#23:4702,1,0,1,2
#23:4708,1,0,0,0
#23:4710,0,0,3,2
#23:4711,1,2,0,1
#23:4713,0,0,0,0
#23:4717,0,0,2,-2
#23:4718,0,0,2,0
#23:4721,0,0,0,0
#23:4723,0,0,7,4
#23:4727,1,0,3,7
#23:4728,0,0,2,0
#23:4729,0,4,5,6
#23:4730,0,0,1,0
#23:4737,-1,0,0,0
#23:4746,0,1,2,1
#23:4750,1,0,0,0
#23:4752,0,-3,0,0
#23:4754,1,3,2,0
#23:4756,0,0,0,0
#23:4760,1,0,1,1
#23:4763,0,0,0,0
#23:4766,0,0,1,0
#23:4769,0,0,0,0
#23:4782,1,0,0,0
#23:4789,0,0,-1,-2
#23:4796,1,0,0,0
#23:4797,1,0,0,0
#23:4798,-1,0,0,0
#23:4800,0,0,1,0
#23:4801,0,0,0,0
#23:4814,0,0,0,0
#23:4818,0,0,3,6
#23:4826,0,1,0,0
#23:4832,0,0,2,0
#23:4836,0,0,0,0
#23:4841,1,0,0,0
#23:4848,-1,0,2,1
#23:4853,1,0,1,-2
#23:4856,1,0,2,1
#23:4860,0,0,1,1
#23:4862,0,-3,0,0
#23:4863,1,0,0,0
#23:4870,0,0,6,2
#23:4871,0,0,0,8
#23:4895,0,-3,-2,-4
#23:4910,0,0,-1,4
#23:4911,0,0,0,4
#23:4921,0,0,-3,0
#23:4924,0,0,1,0
#23:4926,1,0,2,2
#23:4932,1,2,2,-1
#23:4946,1,0,2,0
#23:4952,1,0,4,3
#23:4953,1,0,4,2
#23:4956,1,0,2,1
#23:4957,0,0,0,0
#23:4977,0,0,1,0
#23:4986,0,0,3,0
#23:5010,-1,3,2,0
#23:5022,0,-5,0,0
#23:5026,0,0,0,1
#23:5038,1,0,0,1
#23:5039,0,0,0,1
#23:5049,0,0,2,2
#23:5050,0,0,2,4
#23:5051,0,-1,2,0
#23:5056,1,-3,-1,-2
#23:5058,1,0,9,0
#23:5072,0,0,-4,-2
#23:5073,1,0,0,1
#23:5081,1,0,4,-2
#23:5083,0,0,4,2
#23:5088,0,0,0,2
#23:5092,1,5,6,1
#23:5095,0,-5,3,-1
#23:5099,-1,0,0,0
#23:5107,1,1,0,1
#23:5108,0,0,6,7
#23:5110,0,0,0,2
#23:5115,0,0,0,0
#23:5122,1,0,0,0
#23:5124,1,0,0,0
#23:5125,1,0,0,0
#23:5126,1,0,0,0
#23:5130,0,0,0,0
#23:5131,-1,-9,4,-3
#23:5132,0,0,1,-3
#23:5136,0,3,2,0
#23:5139,0,0,4,2
#23:5140,1,0,0,0
#23:5142,1,0,0,1
#23:5151,1,0,4,0
#23:5152,1,0,0,0
#23:5156,0,0,0,1
#23:5159,1,0,1,0
#23:5163,1,0,0,0
#23:5165,1,0,0,1
#23:5169,0,0,0,-1
#23:5172,1,0,1,1
#23:5179,1,0,8,9
#23:5188,0,-5,-1,-2
#23:5198,1,-1,3,-1
#23:5200,0,0,3,4
#23:5204,1,0,0,0
#23:5205,1,5,5,2
#23:5215,0,0,1,0
#23:5221,1,0,1,2
#23:5223,0,0,1,1
#23:5225,0,0,0,-3
#23:5227,0,0,0,0
#23:5231,0,0,1,1
#23:5244,0,0,2,1
#23:5247,0,-1,0,0
#23:5250,0,0,1,2
#23:5252,0,4,0,0
#23:5254,0,0,2,-1
#23:5260,1,-1,0,0
#23:5267,0,0,2,0
#23:5276,0,0,0,2
#23:5280,0,0,2,2
#23:5287,0,0,2,0
#23:5289,0,0,0,3
#23:5309,1,0,2,0
#23:5310,1,1,1,1
#23:5318,0,0,0,0
#23:5322,0,0,3,0
#23:5325,1,0,0,0
#23:5333,0,0,1,2
#23:5335,0,0,-2,2
#23:5341,0,0,-1,-2
#23:5342,1,0,0,0
#23:5343,1,0,12,9
#23:5344,0,7,5,2
#23:5349,-1,3,7,1
#23:5362,1,0,0,0
#23:5366,0,0,2,0
#23:5367,0,0,0,0
#23:5371,-1,0,-12,-9
#23:5383,0,0,0,0
#23:5386,-1,-1,5,-6
#23:5392,1,0,0,0
#23:5395,0,0,-1,0
#23:5397,0,-1,0,1
#23:5399,1,1,4,1
#23:5403,0,0,3,-2
#23:5404,0,1,0,0
#23:5405,0,0,1,0
#23:5412,0,1,3,1
#23:5416,0,2,4,0
#23:5418,0,0,0,0
#23:5423,1,-1,3,2
#23:5426,0,0,1,1
#23:5430,1,0,0,-1
#23:5433,1,0,0,0
#23:5434,1,0,1,0
#23:5439,1,0,0,0
#23:5440,0,0,1,0
#23:5447,0,0,0,0
#23:5455,0,0,1,-1
#23:5458,0,0,3,0
#23:5459,0,2,1,0
#23:5464,0,1,0,1
#23:5474,0,0,1,3
#23:5476,0,1,1,2
#23:5491,0,0,0,1
#23:5492,0,0,0,3
#23:5499,1,0,7,9
#23:5509,1,0,3,2
#23:5511,1,0,1,2
#23:5512,1,0,1,0
#23:5516,0,0,0,1
#23:5519,1,0,3,0
#23:5524,0,2,5,0
#23:5526,0,8,6,4
#23:5528,0,0,0,1
#23:5529,0,4,1,0
#23:5531,0,0,0,1
#23:5532,0,0,1,0
#23:5534,0,0,0,1
#23:5538,0,0,-1,0
#23:5546,0,0,-1,0
#23:5548,0,0,1,0
#23:5549,0,0,1,0
#23:5550,0,0,-1,0
#23:5554,0,-5,-1,-2
#23:5556,-1,-1,4,2
#23:5559,0,2,0,1
#23:5565,-1,2,0,0
#23:5566,0,7,6,0
#23:5569,1,-6,-1,-1
#23:5574,0,0,0,1
#23:5576,1,0,7,0
#23:5580,1,0,1,1
#23:5584,0,0,0,-1
#23:5585,1,0,2,1
#23:5586,1,0,1,1
#23:5590,1,0,0,0
#23:5596,1,-2,0,-1
#23:5598,0,0,-2,-2
#23:5600,1,0,1,0
#23:5602,0,0,4,0
#23:5605,0,0,0,3
#23:5607,1,0,12,0
#23:5614,-1,0,0,-1
#23:5615,1,0,2,1
#23:5617,0,0,0,1
#23:5622,0,0,1,0
#23:5625,1,0,2,0
#23:5629,0,0,0,0
#23:5634,1,1,4,0
#23:5636,1,0,-1,0
#23:5638,0,0,0,1
#23:5642,0,1,0,1
#23:5645,0,0,0,0
#23:5648,0,0,5,3
#23:5650,0,0,2,3
#23:5658,1,0,1,1
#23:5660,1,0,1,1
#23:5670,0,6,5,0
#23:5674,0,0,2,0
#23:5675,0,0,4,0
#23:5676,-1,0,0,7
#23:5679,0,0,3,4
#23:5680,0,0,2,1
#23:5681,1,0,1,1
#23:5689,0,0,2,1
#23:5695,0,0,0,5
#23:5700,0,0,2,1
#23:5701,0,0,0,1
#23:5702,-1,-3,-1,0
#23:5704,0,0,-1,-1
#23:5706,0,0,0,-2
#23:5708,0,0,1,4
#23:5709,1,0,2,1
#23:5717,-1,0,2,-2
#23:5720,1,0,1,0
#23:5722,1,3,2,-6
#23:5724,0,0,1,0
#23:5726,0,1,0,0
#23:5727,0,0,0,0
#23:5729,0,0,1,2
#23:5735,-1,0,2,0
#23:5738,0,-2,-1,0
#23:5744,0,2,2,0
#23:5750,0,0,1,-1
#23:5752,0,0,5,4
#23:5753,1,0,8,3
#23:5770,0,0,1,0
#23:5772,0,0,-1,0
#23:5773,1,0,0,0
#23:5774,0,0,0,1
#23:5782,1,7,3,1
#23:5785,-1,0,-3,-3
#23:5786,0,0,2,2
#23:5788,1,0,12,9
#23:5789,0,0,0,0
#23:5792,1,2,2,1
#23:5803,0,1,0,0
#23:5805,1,0,-10,0
#23:5807,0,0,1,0
#23:5823,0,0,0,5
#23:5837,1,0,0,-1
#23:5847,1,0,1,1
#23:5849,0,6,8,0
#23:5857,1,3,2,1
#23:5859,0,0,0,0
#23:5869,1,0,4,5
#23:5879,0,0,0,1
#23:5890,0,2,7,0
#23:5894,1,0,0,-1
#23:5899,0,0,0,1
#23:5901,0,0,0,0
#23:5902,0,0,3,0
#23:5904,0,0,1,0
#23:5908,1,0,0,0
#23:5910,0,0,0,0
#23:5928,1,0,0,0
#23:5930,1,0,1,0
#23:5940,0,2,0,0
#23:5941,1,0,2,3
#23:5944,1,0,1,1
#23:5945,1,0,0,0
#23:5947,0,0,0,0
#23:5954,1,0,2,0
#23:5961,0,0,-1,0
#23:5962,0,0,1,-2
#23:5963,0,0,3,0
#23:5964,0,0,3,0
#23:5966,0,0,2,-1
#23:5967,0,0,1,4
#23:5968,0,0,1,0
#23:5971,0,0,2,1
#23:5973,0,0,0,0
#23:5976,0,0,2,2
#23:5986,1,0,0,0
#23:5987,1,0,4,0
#23:6000,0,0,0,5
#23:6003,0,0,0,0
#23:6019,0,0,0,0
#23:6021,1,0,0,0
#23:6022,1,2,1,-1
#23:6029,1,2,2,1
#23:6034,1,0,0,0
#23:6041,0,0,4,0
#23:6043,0,0,-1,-2
#23:6048,0,0,0,0
#23:6050,1,0,-1,0
#23:6051,1,0,3,0
#23:6066,0,0,0,1
#23:6100,0,0,0,0
#23:6101,1,2,2,0
#23:6105,0,0,0,0
#23:6112,0,0,1,0
#23:6119,0,2,1,1
#23:6120,0,0,0,0
#23:6130,1,0,4,7
#23:6131,1,0,6,11
#23:6133,1,5,-4,-1
#23:6139,1,0,9,0
#23:6144,0,0,1,-2
#23:6147,0,0,0,0
#23:6150,0,0,-1,-1
#23:6155,0,0,0,0
#23:6156,0,0,2,2
#23:6157,1,0,1,0
#23:6160,1,0,0,0
#23:6179,1,0,0,0
#23:6199,0,0,0,1
#23:6203,0,-1,0,0
#23:6210,0,0,1,3
#23:6219,0,0,0,0
#23:6220,1,0,-1,2
#23:6223,0,0,0,-2
#23:6226,0,0,0,0
#23:6227,0,0,2,0
#23:6234,1,7,1,-2
#23:6244,1,0,-1,0
#23:6246,1,0,0,0
#23:6260,1,0,-1,0
#23:6264,1,1,0,0
#23:6269,0,0,0,-1
#23:6274,0,0,0,0
#23:6275,0,0,0,-1
#23:6291,1,0,-2,9
#23:6301,1,0,4,2
#23:6305,1,2,-1,0
#23:6309,0,0,0,1
#23:6310,1,0,0,3
#23:6318,1,0,12,9
#23:6330,0,4,2,0
#23:6333,0,-1,4,0
#23:6334,1,0,0,0
#23:6335,0,0,0,0
#23:6341,-1,0,1,6
#23:6344,0,0,4,0
#23:6345,1,0,4,8
#23:6354,1,0,0,0
#23:6356,0,0,0,0
#23:6357,-1,-2,0,0
#23:6360,1,4,4,2
#23:6364,1,0,6,10
#23:6369,0,0,0,0
#23:6370,0,0,-2,-1
#23:6372,0,0,0,-1
#23:6392,0,0,-2,0
#23:6394,0,0,-2,-2
#23:6395,0,-1,1,0
#23:6403,0,0,-1,-1
#23:6407,0,0,1,2
#23:6410,0,-1,2,-1
#23:6411,0,3,1,0
#23:6414,0,6,3,0
#23:6416,1,8,6,0
#23:6420,0,4,2,0
#23:6428,1,0,0,0
#23:6430,1,0,5,5
#23:6432,-1,0,7,2
#23:6441,-1,0,-2,0
#23:6442,0,-2,-1,0
#23:6445,0,7,3,0
#23:6446,0,0,1,0
#23:6447,0,-1,-1,0
#23:6448,0,0,1,2
#23:6449,1,2,0,0
#23:6450,1,0,1,1
#23:6454,0,-1,0,0
#23:6455,0,0,1,0
#23:6461,0,0,0,-2
#23:6464,0,0,0,0
#23:6466,0,0,3,1
#23:6469,0,0,2,5
#23:6479,-1,3,2,0
#23:6485,1,0,0,4
#23:6487,1,1,5,1
#23:6495,1,0,0,0
#23:6496,0,0,0,0
#23:6499,0,0,0,2
#23:6508,1,2,0,3
#23:6509,1,0,0,0
#23:6513,0,-2,0,-1
#23:6520,1,1,0,0
#23:6525,1,1,0,0
#23:6526,1,0,1,1
#23:6528,1,0,0,0
#23:6529,0,0,4,4
#23:6530,0,0,0,2
#23:6531,1,1,4,1
#23:6533,1,0,1,1
#23:6534,0,0,-1,-1
#23:6541,0,0,-1,0
#23:6542,0,-7,0,0
#23:6546,0,1,1,0
#23:6550,0,0,0,0
#23:6551,1,0,0,1
#23:6554,0,0,0,0
#23:6556,0,2,2,0
#23:6558,0,1,0,0
#23:6560,1,0,2,0
#23:6563,0,0,2,0
#23:6566,1,0,0,0
#23:6569,0,0,1,0
#23:6572,1,0,2,0
#23:6574,1,0,0,0
#23:6577,1,0,0,0
#23:6585,0,-2,0,0
#23:6589,1,0,1,0
#23:6591,0,0,2,0
#23:6594,1,0,0,0
#23:6597,1,0,0,0
#23:6598,1,0,0,0
#23:6617,0,0,0,0
#23:6623,1,0,3,0
#23:6624,1,0,2,0
#23:6628,0,0,0,0
#23:6629,0,0,0,0
#23:6634,0,0,1,0
#23:6635,1,2,8,2
#23:6638,0,0,0,0
#23:6643,0,-1,0,0
#23:6644,0,1,0,0
#23:6647,1,0,-2,0
#23:6648,0,0,0,0
#23:6653,0,0,-1,1
#23:6654,0,0,-1,0
#23:6655,1,0,0,0
#23:6657,1,0,1,3
#23:6659,1,0,2,3
#23:6664,1,0,0,0
#23:6665,1,0,0,0
#23:6680,1,1,0,0
#23:6682,0,1,0,0
#23:6683,0,0,0,1
#23:6688,0,-2,0,0
#23:6689,0,2,2,0
#23:6693,1,0,0,0
#23:6706,0,0,0,4
#23:6712,0,0,0,2
#23:6716,0,0,5,0
#23:6717,0,0,0,3
#23:6718,1,0,2,0
#23:6720,1,2,0,1
#23:6721,1,0,2,3
#23:6722,1,0,1,4
#23:6724,1,0,2,3
#23:6725,-1,7,3,-1
#23:6726,0,0,0,0
#23:6729,1,0,1,1
#23:6735,1,1,1,1
#23:6752,0,0,0,1
#23:6756,1,0,0,0
#23:6757,1,0,0,0
#23:6765,1,0,0,0
#23:6769,0,0,4,2
#23:6770,0,0,2,0
#23:6771,1,2,1,0
#23:6776,1,-5,2,0
#23:6779,0,0,0,0
#23:6784,0,0,5,0
#23:6794,0,0,3,1
#23:6795,0,1,0,0
#23:6797,0,0,3,0
#23:6798,0,1,0,1
#23:6800,0,9,3,0
#23:6803,0,0,1,0
#23:6805,0,3,0,0
#23:6814,0,0,3,0
#23:6815,0,1,1,0
#23:6817,1,0,1,1
#23:6820,1,1,1,1
#23:6821,1,0,1,1
#23:6825,1,0,1,2
#23:6826,1,0,1,1
#23:6828,1,0,2,2
#23:6829,1,0,1,1
#23:6832,1,0,1,1
#23:6836,1,0,2,3
#23:6854,0,3,0,0
#23:6870,1,0,0,0
#23:6871,1,0,0,0
#23:6873,1,0,0,0
#23:6878,1,0,0,0
#23:6881,1,0,0,0
#23:6882,1,0,2,2
#23:6883,0,0,0,5
#23:6884,0,0,0,2
#23:6902,1,0,0,0
#23:6909,0,1,1,0
#23:6910,1,0,0,0
#23:6913,0,5,3,0
#23:6914,0,5,0,0
#23:6915,0,0,1,2
#23:6920,0,4,0,2
#23:6928,1,0,0,0
#23:6930,0,0,0,0
#23:6931,0,0,0,0
#23:6932,0,0,0,2
#23:6938,0,0,1,0
#23:6941,1,1,3,1
#23:6942,1,1,3,0
#23:6958,1,0,0,0
#23:6965,1,0,1,-1
#23:6967,1,0,3,4
#23:6970,1,0,4,4
#23:6971,1,0,4,7
#23:6972,0,0,4,0
#23:6973,-1,1,5,0
#23:6989,1,2,3,2
#23:6991,0,0,0,0
#23:6992,0,3,3,2
#23:6998,0,0,2,0
#23:6999,1,1,1,0
#23:7001,0,0,0,0
#23:7007,0,0,1,0
#23:7008,1,1,1,0
#23:7010,0,0,1,0
#23:7011,1,0,0,0
#23:7013,1,0,0,0
#23:7014,0,0,-1,0
#23:7015,0,0,0,0
#23:7017,0,7,0,0
#23:7019,1,1,1,0
#23:7020,1,1,1,0
#23:7036,1,0,1,0
#23:7040,1,0,1,0
#23:7044,1,1,1,0
#23:7046,1,1,1,0
#23:7063,0,0,0,1
#23:7065,-1,2,2,0
#23:7068,0,0,-1,0
#23:7072,1,0,2,0
#23:7074,1,0,0,0
#23:7075,0,0,-3,0
#23:7076,1,0,0,0
#23:7077,1,0,0,0
#23:7082,0,0,0,0
#23:7085,1,0,0,0
#23:7087,-1,7,6,0
#23:7089,1,0,0,0
#23:7102,0,0,1,0
#23:7104,1,6,2,0
#23:7109,0,0,3,0
#23:7114,0,2,0,0
#23:7118,1,0,0,0
#23:7119,0,0,0,0
#23:7121,0,0,0,0
#23:7127,1,0,2,6
#23:7134,-1,3,-2,0
#23:7142,0,1,0,-1
#23:7143,1,0,1,0
#23:7148,0,1,0,0
#23:7151,0,0,0,0
#23:7154,0,0,0,0
#23:7157,1,1,1,0
#23:7160,1,0,-1,0
#23:7163,0,0,3,0
#23:7165,0,0,-1,0
#23:7167,0,0,3,0
#23:7181,0,0,0,0
#23:7183,0,-4,1,0
#23:7187,1,0,0,0
#23:7188,0,0,0,0
#23:7191,1,0,0,0
#23:7192,0,2,1,0
#23:7194,0,4,3,0
#23:7203,1,0,0,0
#23:7205,0,1,0,0
#23:7207,1,0,0,0
#23:7209,1,0,4,3
#23:7210,1,0,2,3
#23:7213,1,2,1,0
#23:7214,0,0,-1,0
#23:7222,1,0,0,0
#23:7225,1,0,0,0
#23:7231,-1,0,0,0
#23:7232,0,0,3,0
#23:7236,1,0,0,0
#23:7237,0,0,3,0
#23:7239,1,3,1,-1
#23:7243,1,3,0,0
#23:7248,0,0,-1,0
#23:7256,1,0,0,0
#23:7258,0,-1,0,1
#23:7268,0,2,4,0
#23:7269,0,2,3,0
#23:7270,1,2,4,0
#23:7274,1,0,0,0
#23:7279,1,0,0,0
#23:7280,1,8,0,0
#23:7281,0,0,3,0
#23:7283,1,0,0,0
#23:7287,-1,-1,6,-2
#23:7288,1,0,0,0
#23:7290,1,0,-3,0
#23:7291,1,7,4,0
#23:7292,1,0,1,0
#23:7293,1,1,2,0
#23:7297,0,-4,0,-1
#23:7302,1,7,3,0
#23:7303,0,0,-1,0
#23:7306,0,0,0,0
#23:7313,1,0,0,0
#23:7316,1,0,0,0
#23:7320,0,0,1,2
#23:7325,0,1,0,0
#23:7328,1,0,0,0
#23:7330,0,0,0,-2
#23:7332,1,0,2,0
#23:7337,1,-1,0,0
#23:7341,0,0,0,0
#23:7342,1,1,1,0
#23:7345,1,0,1,0
#23:7346,0,0,0,0
#23:7347,0,0,1,0
#23:7355,1,0,0,0
#23:7358,1,-3,3,-1
#23:7359,0,1,0,0
#23:7362,0,0,0,0
#23:7369,0,0,0,0
#23:7380,1,0,1,0
#23:7394,1,2,1,0
#23:7395,1,4,4,0
#23:7396,0,6,0,0
#23:7397,1,0,0,0
#23:7399,1,0,0,0
#23:7402,0,0,0,0
#23:7407,1,6,4,0
#23:7408,1,7,3,0
#23:7410,0,2,0,0
#23:7411,0,-1,2,0
#23:7415,0,0,1,0
#23:7419,-1,0,-2,0
#23:7420,0,1,3,0
#23:7423,0,4,0,0
#23:7427,1,-3,2,0
#23:7440,1,0,0,0
#23:7441,1,0,2,0
#23:7443,1,0,0,0
#23:7445,1,2,1,0
#23:7447,0,-1,0,0
#23:7448,-1,0,7,0
#23:7449,1,1,2,0
#23:7450,0,0,-3,-1
#23:7456,0,0,0,0
#23:7458,0,1,0,0
#23:7459,1,2,2,0
#23:7460,0,4,2,0
#23:7465,-1,-2,3,0
#23:7466,-1,-3,-1,0
#23:7473,0,0,0,-1
#23:7476,0,0,1,0
#23:7477,1,4,2,0
#23:7482,0,3,0,0
#23:7485,1,0,0,0
#23:7486,1,0,0,0
#23:7487,1,0,0,0
#23:7488,1,0,0,0
#23:7489,1,0,0,0
#23:7490,0,0,1,0
#23:7495,-1,-4,1,-1
#23:7502,0,0,3,0
#23:7503,0,0,2,0
#23:7506,0,0,2,0
#23:7508,1,0,0,0
#23:7511,1,0,0,0
#23:7513,0,0,0,-2
#23:7520,1,-1,0,0
#23:7521,0,0,-1,0
#23:7526,0,0,0,3
#23:7527,1,-3,2,0
#23:7530,0,7,5,0
#23:7534,1,-1,4,0
#23:7543,0,3,0,0
#23:7546,1,0,1,0
#23:7553,0,0,1,0
#23:7555,0,0,0,0
#23:7559,0,-3,2,0
#23:7568,1,0,0,0
#23:7570,0,1,0,0
#23:7572,1,0,0,0
#23:7574,0,0,0,1
#23:7576,0,0,0,3
#23:7579,0,-7,0,-2
#23:7592,0,0,1,0
#23:7624,0,0,0,-1
#23:7637,0,0,1,0
#23:7639,1,7,3,0
#23:7640,0,-2,0,0
#23:7642,1,2,1,1
#23:7644,0,0,-1,-2
#23:7645,1,0,0,0
#23:7652,0,0,1,0
#23:7653,0,0,1,0
#23:7654,0,1,0,0
#23:7659,0,11,6,0
#23:7661,0,-1,3,0
#23:7662,1,0,0,0
#23:7665,0,0,0,0
#23:7676,0,3,0,0
#23:7682,0,1,1,0
#23:7683,0,0,4,0
#23:7700,0,1,0,2
#23:7702,0,6,6,0
#23:7705,0,4,0,0
#23:7707,1,3,1,1
#23:7708,1,0,0,0
#23:7712,1,8,3,0
#23:7715,0,3,2,0
#23:7717,1,0,2,0
#23:7720,0,0,0,3
#23:7721,1,1,1,0
#23:7722,0,0,0,2
#23:7727,0,8,0,0
#23:7730,0,0,0,0
#23:7731,1,0,-1,0
#23:7734,0,0,1,0
#23:7761,1,0,1,0
#23:7773,0,2,0,0
#23:7774,0,-7,-2,0
#23:7775,0,0,1,0
#23:7778,0,0,1,0
#23:7779,0,0,1,0
#23:7787,0,0,2,0
#23:7788,0,0,0,-1
#23:7790,0,0,-2,0
#23:7791,0,3,0,0
#23:7792,1,1,2,0
#23:7801,0,1,0,0
#23:7810,-1,2,3,4
#23:7821,0,-1,0,0
#23:7831,0,2,0,0
#23:7841,0,1,0,0
#23:7842,0,1,0,0
#23:7843,0,1,0,0
#23:7844,1,0,0,0
#23:7852,1,0,0,0
#23:7853,0,2,1,0
#23:7862,0,2,1,0
#23:7865,0,0,0,0
#23:7867,1,0,0,0
#23:7874,0,3,0,0
#23:7875,1,0,0,0
#23:7876,1,0,2,0
#23:7877,0,0,2,0
#23:7878,1,9,2,0
#23:7882,0,0,1,0
#23:7885,0,0,1,0
#23:7888,0,1,0,0
#23:7904,1,0,1,2
#23:7916,1,0,2,1
#23:7922,1,0,1,1
#23:7928,1,0,0,0
#23:7938,1,0,0,0
#23:7939,1,0,0,0
#23:7942,1,0,0,0
#23:7950,1,5,2,0
#23:7962,1,0,0,0
#23:7964,0,1,0,0
#23:7966,0,2,0,0
#23:7969,0,2,0,0
#23:7976,0,0,1,0
#23:7982,0,0,2,0
#23:7984,0,1,0,0
#23:7985,0,0,-1,0
#23:7988,0,2,1,0
#23:7994,0,1,2,0
#23:7999,1,0,3,0
#23:8007,1,7,9,0
#23:8012,1,8,7,0
#23:8013,1,3,-5,0
#23:8015,1,2,0,0
#23:8017,0,7,6,0
#23:8019,1,2,4,1
#23:8024,1,0,1,0
#23:8025,0,0,0,0
#23:8028,0,2,2,0
#23:8033,-1,0,3,0
#23:8035,0,-3,4,0
#23:8036,0,0,-1,0
#23:8037,0,0,2,0
#23:8050,0,1,0,0
#23:8053,1,0,0,0
#23:8056,1,9,11,0
#23:8058,0,0,0,0
#23:8067,1,0,0,0
#23:8068,0,5,0,0
#23:8071,0,0,1,2
#23:8072,0,0,5,0
#23:8078,0,1,0,0
#23:8092,1,0,1,0
#23:8097,1,0,0,0
#23:8104,0,1,0,0
#23:8105,1,5,1,0
#23:8108,0,0,0,1
#23:8110,1,1,1,0
#23:8112,0,1,1,0
#23:8113,1,5,2,0
#23:8118,0,0,5,0
#23:8121,1,0,0,0
#23:8127,1,6,8,0
#23:8129,0,0,0,0
#23:8139,0,1,0,0
#23:8148,1,0,3,3
#23:8155,0,0,1,0
#23:8160,1,0,3,1
#23:8163,1,0,2,1
#23:8164,0,-2,4,0
#23:8167,1,1,1,1
#23:8169,1,0,2,1
#23:8173,1,0,1,1
#23:8179,1,9,7,0
#23:8181,1,0,0,0
#23:8182,1,0,0,0
#23:8184,1,0,0,0
#23:8187,1,0,0,0
#23:8194,1,0,0,0
#23:8196,1,0,3,1
#23:8201,0,0,-4,0
#23:8204,0,1,0,0
#23:8207,0,3,0,0
#23:8215,0,10,2,0
