legid,temperature_category,weather_group
#25:13660,uncomfortably hot,Rain
#23:13729,uncomfortably hot,Rain
#24:13694,uncomfortably hot,Rain
#25:13661,uncomfortably hot,Rain
#24:13695,uncomfortably hot,Rain
#27:3784,uncomfortably hot,Rain
#25:13662,uncomfortably hot,Rain
#28:3756,uncomfortably hot,Rain
#22:13752,uncomfortably hot,Rain
#23:13731,uncomfortably hot,Rain
#24:13698,uncomfortably hot,Rain
#27:3785,uncomfortably hot,Rain
#25:13665,uncomfortably hot,Rain
#24:13699,uncomfortably hot,Rain
#23:12550,comfortable,Clear
#22:21878,comfortable,Clear
#27:6116,comfortable,Clear
#23:21846,comfortable,Clear
#25:25507,comfortable,Clear
#22:25637,comfortable,Clear
#23:37707,comfortable,Clear
#29:10574,comfortable,Clear
#24:37657,comfortable,Clear
#23:16359,comfortable,Clear
#22:16388,comfortable,Clear
#25:16313,comfortable,Clear
#22:17077,comfortable,Clear
#22:21877,comfortable,Clear
#23:21845,comfortable,Clear
#25:21756,comfortable,Clear
#26:6155,comfortable,Clear
#23:23797,comfortable,Clear
#29:7155,comfortable,Clear
#23:36089,comfortable,Clear
#22:38306,comfortable,Clear
#22:38305,comfortable,Clear
#29:10918,comfortable,Clear
#24:38753,comfortable,Clear
#23:12170,comfortable,Clear
#22:12190,comfortable,Clear
#24:12649,comfortable,Clear
#22:12703,comfortable,Clear
#23:12683,comfortable,Clear
#23:12834,comfortable,Clear
#24:13044,comfortable,Clear
#24:13109,comfortable,Clear
#27:3603,comfortable,Clear
#25:13076,comfortable,Clear
#28:3575,comfortable,Clear
#29:3544,comfortable,Clear
#23:13144,comfortable,Clear
#26:3632,comfortable,Clear
#24:13110,comfortable,Clear
#28:3620,comfortable,Clear
#23:13287,comfortable,Clear
#24:13254,comfortable,Clear
#22:13310,comfortable,Clear
#29:3590,comfortable,Clear
#23:13289,comfortable,Clear
#26:3678,comfortable,Clear
#25:13222,comfortable,Clear
#27:3650,comfortable,Clear
#22:13311,comfortable,Clear
#27:9637,comfortable,Clear
#22:34167,comfortable,Clear
#25:34366,comfortable,Clear
#25:12769,warm,Clear
#28:3475,warm,Clear
#22:12855,warm,Clear
#29:3445,warm,Clear
#23:12835,warm,Clear
#26:3530,warm,Clear
#24:12801,warm,Clear
#27:3502,warm,Clear
#23:12898,warm,Clear
#24:13042,warm,Clear
#26:3677,warm,Clear
#22:13309,warm,Clear
#28:3621,warm,Clear
#23:13469,warm,Clear
#26:3737,warm,Clear
#25:13402,warm,Clear
#22:13491,warm,Clear
#23:13470,warm,Clear
#22:30480,comfortable,Clear
#25:23909,comfortable,Clear
#23:24288,comfortable,Clear
#24:24240,comfortable,Clear
#23:24430,comfortable,Clear
#29:6792,comfortable,Clear
#25:24338,comfortable,Clear
#26:6909,comfortable,Clear
#22:24463,comfortable,Clear
#228:10956,comfortable,Clear
#224:39200,comfortable,Clear
#224:39924,comfortable,Clear
#223:40559,comfortable,Clear
#225:44250,comfortable,Clear
#223:45184,comfortable,Clear
#224:46818,comfortable,Clear
#224:47993,comfortable,Clear
#224:48248,comfortable,Clear
#222:48688,comfortable,Clear
#223:48682,comfortable,Clear
#223:49535,comfortable,Clear
#222:49546,comfortable,Clear
#226:12002,comfortable,Clear
#224:43103,comfortable,Clear
#224:43105,comfortable,Clear
#224:43116,comfortable,Clear
#222:43134,comfortable,Clear
#224:43125,comfortable,Clear
#229:11992,comfortable,Clear
#223:43131,comfortable,Clear
#227:12005,comfortable,Clear
#225:43118,comfortable,Clear
#225:50426,comfortable,Clear
#223:50445,comfortable,Clear
#228:14175,comfortable,Clear
#224:50439,comfortable,Clear
#225:50427,comfortable,Clear
#229:14169,comfortable,Clear
#222:50453,comfortable,Clear
#223:50446,comfortable,Clear
#226:14197,comfortable,Clear
#224:50440,comfortable,Clear
#225:51123,comfortable,Clear
#227:14407,comfortable,Clear
#222:51149,comfortable,Clear
#222:43146,comfortable,Clear
#223:43142,comfortable,Clear
#224:43137,comfortable,Clear
#25:30355,comfortable,Clear
#26:8616,comfortable,Clear
#27:6765,comfortable,Clear
#23:24000,comfortable,Clear
#24:30397,comfortable,Clear
#27:8573,comfortable,Clear
#24:30396,comfortable,Clear
#25:30352,comfortable,Clear
#29:8496,comfortable,Clear
#23:30446,comfortable,Clear
#22:30477,comfortable,Clear
#22:30478,comfortable,Clear
#225:35434,comfortable,Clear
#227:10964,comfortable,Clear
#222:39213,comfortable,Clear
#228:10958,comfortable,Clear
#223:39210,comfortable,Clear
#225:39200,comfortable,Clear
#223:39207,comfortable,Clear
#223:39205,comfortable,Clear
#222:39214,comfortable,Clear
#223:39211,comfortable,Clear
#229:10955,comfortable,Clear
#224:39206,comfortable,Clear
#226:10969,comfortable,Clear
#225:39201,comfortable,Clear
#222:39215,comfortable,Clear
#224:39355,comfortable,Clear
#223:40560,comfortable,Clear
#226:11331,comfortable,Clear
#224:40555,comfortable,Clear
#224:43096,comfortable,Clear
#222:43433,comfortable,Clear
#227:12085,comfortable,Clear
#224:43424,comfortable,Clear
#224:43912,comfortable,Clear
#225:44517,comfortable,Clear
#222:45189,comfortable,Clear
#226:12639,comfortable,Clear
#225:45499,comfortable,Clear
#226:13106,comfortable,Clear
#224:46823,comfortable,Clear
#222:47873,comfortable,Clear
#223:48683,comfortable,Clear
#224:48676,comfortable,Clear
#222:49277,comfortable,Clear
#223:49536,comfortable,Clear
#223:49538,comfortable,Clear
#229:13873,comfortable,Clear
#224:49532,comfortable,Clear
#226:13901,comfortable,Clear
#223:43108,comfortable,Clear
#222:43113,comfortable,Clear
#223:43109,comfortable,Clear
#227:11998,comfortable,Clear
#224:43104,comfortable,Clear
#225:43096,comfortable,Clear
#222:43114,comfortable,Clear
#223:43110,comfortable,Clear
#228:11990,comfortable,Clear
#222:43115,comfortable,Clear
#225:43099,comfortable,Clear
#222:43118,comfortable,Clear
#223:43115,comfortable,Clear
#224:43110,comfortable,Clear
#225:43102,comfortable,Clear
#222:43120,comfortable,Clear
#223:43117,comfortable,Clear
#227:11999,comfortable,Clear
#224:43112,comfortable,Clear
#225:43104,comfortable,Clear
#222:43122,comfortable,Clear
#223:43118,comfortable,Clear
#225:43105,comfortable,Clear
#228:11991,comfortable,Clear
#223:43119,comfortable,Clear
#227:12001,comfortable,Clear
#225:43108,comfortable,Clear
#228:11993,comfortable,Clear
#222:43126,comfortable,Clear
#229:11989,comfortable,Clear
#223:43122,comfortable,Clear
#225:43113,comfortable,Clear
#229:11991,comfortable,Clear
#223:43127,comfortable,Clear
#225:43116,comfortable,Clear
#228:11996,comfortable,Clear
#222:43137,comfortable,Clear
#223:43133,comfortable,Clear
#224:43128,comfortable,Clear
#224:43130,comfortable,Clear
#223:50447,comfortable,Clear
#228:14176,comfortable,Clear
#225:50429,comfortable,Clear
#223:50448,comfortable,Clear
#227:14191,comfortable,Clear
#224:50443,comfortable,Clear
#228:14177,comfortable,Clear
#226:12010,comfortable,Clear
#222:43141,comfortable,Clear
#223:43137,comfortable,Clear
#225:43126,comfortable,Clear
#226:12011,comfortable,Clear
#224:43135,comfortable,Clear
#224:50437,comfortable,Clear
#225:50425,comfortable,Clear
#222:50451,comfortable,Clear
#227:14189,comfortable,Clear
#223:50444,comfortable,Clear
#225:39917,comfortable,Clear
#222:48689,comfortable,Clear
#23:17331,comfortable,Clouds
#28:4833,comfortable,Clouds
#24:17285,comfortable,Clouds
#24:17902,comfortable,Clouds
#24:19284,comfortable,Clouds
#22:19527,comfortable,Clouds
#22:21818,comfortable,Clouds
#25:24413,comfortable,Clouds
#22:24539,comfortable,Clouds
#23:25671,comfortable,Clouds
#22:28107,comfortable,Clouds
#25:13045,comfortable,Clouds
#22:13131,comfortable,Clouds
#23:13111,comfortable,Clouds
#22:13134,comfortable,Clouds
#27:3593,comfortable,Clouds
#23:13114,comfortable,Clouds
#22:13269,comfortable,Clouds
#23:13248,comfortable,Clouds
#24:13214,comfortable,Clouds
#23:13527,comfortable,Clouds
#24:13492,comfortable,Clouds
#25:13833,comfortable,Clouds
#27:3829,comfortable,Clouds
#22:14851,comfortable,Clouds
#23:14827,comfortable,Clouds
#23:14963,comfortable,Clouds
#24:14924,comfortable,Clouds
#25:14889,comfortable,Clouds
#27:4169,comfortable,Clouds
#22:14988,comfortable,Clouds
#22:15113,comfortable,Clouds
#22:15798,comfortable,Clouds
#23:15774,comfortable,Clouds
#24:15732,comfortable,Clouds
#24:15734,comfortable,Clouds
#25:16958,comfortable,Clouds
#23:17046,comfortable,Clouds
#27:4785,comfortable,Clouds
#28:4743,comfortable,Clouds
#25:16936,comfortable,Clouds
#29:4706,comfortable,Clouds
#23:17024,comfortable,Clouds
#25:16240,comfortable,Clouds
#23:16326,comfortable,Clouds
#29:4516,comfortable,Clouds
#25:16241,comfortable,Clouds
#26:4622,comfortable,Clouds
#22:16354,comfortable,Clouds
#24:16981,comfortable,Clouds
#27:4779,comfortable,Clouds
#25:16940,comfortable,Clouds
#25:16929,comfortable,Clouds
#22:17046,comfortable,Clouds
#29:4704,comfortable,Clouds
#23:17017,comfortable,Clouds
#22:17562,comfortable,Clouds
#24:17484,comfortable,Clouds
#26:4969,comfortable,Clouds
#25:17442,comfortable,Clouds
#22:17563,comfortable,Clouds
#27:4932,comfortable,Clouds
#23:17531,comfortable,Clouds
#25:18048,comfortable,Clouds
#22:29220,comfortable,Clouds
#26:8278,comfortable,Clouds
#23:29187,comfortable,Clouds
#27:8236,comfortable,Clouds
#24:29138,comfortable,Clouds
#25:29094,comfortable,Clouds
#23:29248,comfortable,Clouds
#22:30093,comfortable,Clouds
#23:30060,comfortable,Clouds
#27:8471,comfortable,Clouds
#24:30011,comfortable,Clouds
#24:32585,comfortable,Clouds
#25:35770,comfortable,Clouds
#29:10081,comfortable,Clouds
#22:35905,comfortable,Clouds
#26:10207,comfortable,Clouds
#28:10101,comfortable,Clouds
#24:35732,comfortable,Clouds
#29:10060,comfortable,Clouds
#25:35685,comfortable,Clouds
#22:35820,comfortable,Clouds
#222:42685,comfortable,Clouds
#222:42688,comfortable,Clouds
#223:42684,comfortable,Clouds
#224:42680,comfortable,Clouds
#226:11881,comfortable,Clouds
#225:42673,comfortable,Clouds
#222:42690,comfortable,Clouds
#223:42687,comfortable,Clouds
#223:43225,comfortable,Clouds
#224:43220,comfortable,Clouds
#225:44513,comfortable,Clouds
#223:44685,comfortable,Clouds
#222:45550,comfortable,Clouds
#229:12714,comfortable,Clouds
#224:45540,comfortable,Clouds
#225:45530,comfortable,Clouds
#226:12735,comfortable,Clouds
#222:45551,comfortable,Clouds
#223:45546,comfortable,Clouds
#223:47695,comfortable,Clouds
#224:47679,comfortable,Clouds
#225:47669,comfortable,Clouds
#223:47687,comfortable,Clouds
#226:13336,comfortable,Clouds
#224:47681,comfortable,Clouds
#223:47696,comfortable,Clouds
#228:13323,comfortable,Clouds
#225:47680,comfortable,Clouds
#222:47702,comfortable,Clouds
#224:47691,comfortable,Clouds
#225:47681,comfortable,Clouds
#227:13334,comfortable,Clouds
#222:48241,comfortable,Clouds
#226:13477,comfortable,Clouds
#225:48220,comfortable,Clouds
#222:48242,comfortable,Clouds
#222:48718,comfortable,Clouds
#227:13597,comfortable,Clouds
#224:48706,comfortable,Clouds
#222:48737,comfortable,Clouds
#227:13602,comfortable,Clouds
#223:48731,comfortable,Clouds
#228:13588,comfortable,Clouds
#224:48725,comfortable,Clouds
#223:49193,comfortable,Clouds
#227:13775,comfortable,Clouds
#224:49187,comfortable,Clouds
#228:13761,comfortable,Clouds
#225:49175,comfortable,Clouds
#229:13755,comfortable,Clouds
#222:49200,comfortable,Clouds
#223:49395,comfortable,Clouds
#226:13857,comfortable,Clouds
#224:49389,comfortable,Clouds
#222:49897,comfortable,Clouds
#223:49890,comfortable,Clouds
#224:49884,comfortable,Clouds
#224:50041,comfortable,Clouds
#224:50040,comfortable,Clouds
#225:50028,comfortable,Clouds
#222:50054,comfortable,Clouds
#23:14889,comfortable,Clouds
#25:14914,comfortable,Clouds
#22:15341,comfortable,Clouds
#22:15552,comfortable,Clouds
#25:15452,comfortable,Clouds
#23:15527,comfortable,Clouds
#23:15870,comfortable,Clouds
#29:4391,comfortable,Clouds
#24:16900,comfortable,Clouds
#29:4684,comfortable,Clouds
#23:16947,comfortable,Clouds
#26:4792,comfortable,Clouds
#25:16860,comfortable,Clouds
#24:16903,comfortable,Clouds
#22:16977,comfortable,Clouds
#23:16948,comfortable,Clouds
#24:16902,comfortable,Clouds
#25:16981,comfortable,Clouds
#27:4792,comfortable,Clouds
#23:17069,comfortable,Clouds
#24:17774,comfortable,Clouds
#24:17771,comfortable,Clouds
#29:4942,comfortable,Clouds
#223:36029,comfortable,Clouds
#229:10026,comfortable,Clouds
#224:36551,comfortable,Clouds
#222:36559,comfortable,Clouds
#223:36556,comfortable,Clouds
#23:13642,comfortable,Clouds
#24:13607,comfortable,Clouds
#26:3788,comfortable,Clouds
#23:13616,comfortable,Clouds
#25:29146,comfortable,Clouds
#23:29383,comfortable,Clouds
#25:30787,comfortable,Clouds
#27:8705,comfortable,Clouds
#22:30914,comfortable,Clouds
#25:32717,comfortable,Clouds
#25:32718,comfortable,Clouds
#22:32849,comfortable,Clouds
#23:32811,comfortable,Clouds
#223:47261,comfortable,Clouds
#228:13205,comfortable,Clouds
#224:47255,comfortable,Clouds
#25:35429,comfortable,Clouds
#26:10110,comfortable,Clouds
#23:35527,comfortable,Clouds
#27:10065,comfortable,Clouds
#24:35477,comfortable,Clouds
#223:47262,comfortable,Clouds
#22:35561,comfortable,Clouds
#224:47250,comfortable,Clouds
#229:13197,comfortable,Clouds
#224:47245,comfortable,Clouds
#225:47234,comfortable,Clouds
#222:45260,comfortable,Clouds
#225:45160,comfortable,Clouds
#223:45146,comfortable,Clouds
#223:45171,comfortable,Clouds
#22:17012,comfortable,Clouds
#28:4730,comfortable,Clouds
#23:16983,comfortable,Clouds
#22:17013,comfortable,Clouds
#22:17105,comfortable,Clouds
#28:4759,comfortable,Clouds
#23:17076,comfortable,Clouds
#25:17017,comfortable,Clouds
#24:17375,comfortable,Clouds
#25:17335,comfortable,Clouds
#29:4823,comfortable,Clouds
#26:4935,comfortable,Clouds
#23:17424,comfortable,Clouds
#27:4898,comfortable,Clouds
#24:17378,comfortable,Clouds
#28:4861,comfortable,Clouds
#25:17336,comfortable,Clouds
#29:11152,comfortable,Clouds
#24:39570,comfortable,Clouds
#28:11193,comfortable,Clouds
#29:11151,comfortable,Clouds
#22:39659,comfortable,Clouds
#26:11279,comfortable,Clouds
#26:11278,comfortable,Clouds
#24:39567,comfortable,Clouds
#22:39655,comfortable,Clouds
#24:39563,comfortable,Clouds
#25:25052,comfortable,Clouds
#25:25179,comfortable,Clouds
#29:7148,comfortable,Clouds
#28:8216,comfortable,Clouds
#25:29176,comfortable,Clouds
#29:7935,comfortable,Clouds
#22:28373,comfortable,Clouds
#24:29789,comfortable,Clouds
#28:8540,comfortable,Clouds
#24:30680,comfortable,Clouds
#25:32369,comfortable,Clouds
#25:33585,comfortable,Clouds
#28:9651,comfortable,Clouds
#25:34199,comfortable,Clouds
#23:34295,comfortable,Clouds
#25:34200,comfortable,Clouds
#29:9738,comfortable,Clouds
#24:34951,comfortable,Clouds
#22:35505,comfortable,Clouds
#22:35998,comfortable,Clouds
#22:36247,comfortable,Clouds
#23:36633,comfortable,Clouds
#23:37169,comfortable,Clouds
#27:10891,comfortable,Clouds
#22:38458,comfortable,Clouds
#225:49687,comfortable,Clouds
#222:49713,comfortable,Clouds
#24:38568,comfortable,Clouds
#222:48125,comfortable,Clouds
#225:35028,comfortable,Clouds
#223:48120,comfortable,Clouds
#224:35399,comfortable,Clouds
#222:48127,comfortable,Clouds
#224:48114,comfortable,Clouds
#225:48104,comfortable,Clouds
#224:41050,comfortable,Clouds
#225:47746,comfortable,Clouds
#226:13356,comfortable,Clouds
#222:47768,comfortable,Clouds
#25:11858,comfortable,Clouds
#223:48584,comfortable,Clouds
#226:13565,comfortable,Clouds
#224:48578,comfortable,Clouds
#225:48567,comfortable,Clouds
#229:13541,comfortable,Clouds
#222:48590,comfortable,Clouds
#224:48341,comfortable,Clouds
#225:48331,comfortable,Clouds
#222:48353,comfortable,Clouds
#223:48347,comfortable,Clouds
#225:48565,comfortable,Clouds
#226:13564,comfortable,Clouds
#222:48588,comfortable,Clouds
#223:48582,comfortable,Clouds
#227:13559,comfortable,Clouds
#225:48566,comfortable,Clouds
#222:48589,comfortable,Clouds
#223:48583,comfortable,Clouds
#228:13547,comfortable,Clouds
#224:48577,comfortable,Clouds
#222:49369,comfortable,Clouds
#228:13828,comfortable,Clouds
#223:49363,comfortable,Clouds
#229:13822,comfortable,Clouds
#224:49357,comfortable,Clouds
#226:13848,comfortable,Clouds
#24:12038,comfortable,Clouds
#28:3242,comfortable,Clouds
#25:12008,comfortable,Clouds
#22:12093,comfortable,Clouds
#23:12073,comfortable,Clouds
#23:12074,comfortable,Clouds
#29:3212,comfortable,Clouds
#24:12040,comfortable,Clouds
#22:13182,comfortable,Clouds
#23:13161,comfortable,Clouds
#24:14813,comfortable,Clouds
#27:4137,comfortable,Clouds
#25:14778,comfortable,Clouds
#22:12435,comfortable,Clouds
#29:3334,comfortable,Clouds
#24:12381,comfortable,Clouds
#25:12345,comfortable,Clouds
#24:12373,comfortable,Clouds
#27:3388,comfortable,Clouds
#22:12428,comfortable,Clouds
#24:12371,comfortable,Clouds
#26:3416,comfortable,Clouds
#25:12341,comfortable,Clouds
#23:12406,comfortable,Clouds
#23:12405,comfortable,Clouds
#23:13163,comfortable,Clouds
#27:3609,comfortable,Clouds
#24:13129,comfortable,Clouds
#25:14420,comfortable,Clouds
#29:3708,comfortable,Clouds
#25:13597,comfortable,Clouds
#24:13626,comfortable,Clouds
#24:13625,comfortable,Clouds
#22:13682,comfortable,Clouds
#29:3706,comfortable,Clouds
#23:13661,comfortable,Clouds
#23:13657,comfortable,Clouds
#29:3704,comfortable,Clouds
#24:13622,comfortable,Clouds
#26:3793,comfortable,Clouds
#25:13589,comfortable,Clouds
#27:3764,comfortable,Clouds
#23:13658,comfortable,Clouds
#23:14493,comfortable,Clouds
#22:14318,comfortable,Clouds
#26:3983,comfortable,Clouds
#22:14323,comfortable,Clouds
#29:3891,comfortable,Clouds
#24:14265,comfortable,Clouds
#26:3985,comfortable,Clouds
#25:14230,comfortable,Clouds
#24:14458,comfortable,Clouds
#24:14814,comfortable,Clouds
#25:14779,comfortable,Clouds
#28:4107,comfortable,Clouds
#22:14878,comfortable,Clouds
#25:14146,comfortable,Clouds
#28:3901,comfortable,Clouds
#22:14242,comfortable,Clouds
#24:14170,comfortable,Clouds
#22:14231,comfortable,Clouds
#22:14233,comfortable,Clouds
#26:3959,comfortable,Clouds
#23:14210,comfortable,Clouds
#22:14241,comfortable,Clouds
#26:3962,comfortable,Clouds
#29:3920,comfortable,Clouds
#22:14415,comfortable,Clouds
#26:4014,comfortable,Clouds
#23:14392,comfortable,Clouds
#24:14355,comfortable,Clouds
#27:3982,comfortable,Clouds
#25:14320,comfortable,Clouds
#22:14416,comfortable,Clouds
#25:14765,comfortable,Clouds
#29:4070,comfortable,Clouds
#22:14864,comfortable,Clouds
#25:14763,comfortable,Clouds
#25:14718,comfortable,Clouds
#24:14940,comfortable,Clouds
#25:14905,comfortable,Clouds
#23:17364,comfortable,Clouds
#29:4805,comfortable,Clouds
#25:17276,comfortable,Clouds
#25:15736,comfortable,Clouds
#27:4440,comfortable,Clouds
#23:15815,comfortable,Clouds
#28:4408,comfortable,Clouds
#25:15737,comfortable,Clouds
#23:15816,comfortable,Clouds
#29:4374,comfortable,Clouds
#25:15738,comfortable,Clouds
#22:15843,comfortable,Clouds
#22:17124,comfortable,Clouds
#25:17009,comfortable,Clouds
#28:4768,comfortable,Clouds
#22:17126,comfortable,Clouds
#29:4732,comfortable,Clouds
#23:17097,comfortable,Clouds
#26:4840,comfortable,Clouds
#24:17051,comfortable,Clouds
#27:4804,comfortable,Clouds
#25:17010,comfortable,Clouds
#23:16474,comfortable,Clouds
#24:16429,comfortable,Clouds
#22:16334,comfortable,Clouds
#25:16950,comfortable,Clouds
#27:4782,comfortable,Clouds
#22:17067,comfortable,Clouds
#25:16922,comfortable,Clouds
#27:4774,comfortable,Clouds
#22:17039,comfortable,Clouds
#22:16958,comfortable,Clouds
#27:4752,comfortable,Clouds
#23:16929,comfortable,Clouds
#23:16931,comfortable,Clouds
#25:16822,comfortable,Clouds
#22:16939,comfortable,Clouds
#23:16910,comfortable,Clouds
#26:4778,comfortable,Clouds
#25:16823,comfortable,Clouds
#22:16940,comfortable,Clouds
#22:17396,comfortable,Clouds
#23:17366,comfortable,Clouds
#24:17320,comfortable,Clouds
#25:17806,comfortable,Clouds
#24:19180,comfortable,Clouds
#22:17928,comfortable,Clouds
#25:19524,comfortable,Clouds
#22:19647,comfortable,Clouds
#25:19526,comfortable,Clouds
#23:19327,comfortable,Clouds
#26:5431,comfortable,Clouds
#24:19280,comfortable,Clouds
#24:19281,comfortable,Clouds
#26:5403,comfortable,Clouds
#23:19231,comfortable,Clouds
#28:5328,comfortable,Clouds
#23:19232,comfortable,Clouds
#23:20064,comfortable,Clouds
#26:5624,comfortable,Clouds
#24:20017,comfortable,Clouds
#27:5586,comfortable,Clouds
#25:19975,comfortable,Clouds
#22:20097,comfortable,Clouds
#28:5549,comfortable,Clouds
#24:20018,comfortable,Clouds
#24:20021,comfortable,Clouds
#27:5588,comfortable,Clouds
#23:20069,comfortable,Clouds
#28:5551,comfortable,Clouds
#25:19980,comfortable,Clouds
#25:24062,comfortable,Clouds
#26:6849,comfortable,Clouds
#22:24187,comfortable,Clouds
#23:24152,comfortable,Clouds
#25:22616,comfortable,Clouds
#28:6328,comfortable,Clouds
#22:22739,comfortable,Clouds
#29:6291,comfortable,Clouds
#23:22707,comfortable,Clouds
#28:6138,comfortable,Clouds
#24:21990,comfortable,Clouds
#25:21948,comfortable,Clouds
#24:21991,comfortable,Clouds
#24:21815,comfortable,Clouds
#28:6084,comfortable,Clouds
#22:21896,comfortable,Clouds
#29:6047,comfortable,Clouds
#26:6161,comfortable,Clouds
#24:21817,comfortable,Clouds
#22:21751,comfortable,Clouds
#28:6043,comfortable,Clouds
#23:21719,comfortable,Clouds
#24:21672,comfortable,Clouds
#25:24066,comfortable,Clouds
#24:37351,comfortable,Clouds
#26:10613,comfortable,Clouds
#25:37304,comfortable,Clouds
#27:10567,comfortable,Clouds
#22:37442,comfortable,Clouds
#24:37352,comfortable,Clouds
#24:28130,comfortable,Clouds
#28:7930,comfortable,Clouds
#25:28086,comfortable,Clouds
#29:7892,comfortable,Clouds
#22:28213,comfortable,Clouds
#26:8011,comfortable,Clouds
#23:28180,comfortable,Clouds
#24:28131,comfortable,Clouds
#25:28087,comfortable,Clouds
#27:7969,comfortable,Clouds
#23:28181,comfortable,Clouds
#23:30501,comfortable,Clouds
#22:35483,comfortable,Clouds
#24:37353,comfortable,Clouds
#29:10186,comfortable,Clouds
#25:36166,comfortable,Clouds
#26:10312,comfortable,Clouds
#22:36301,comfortable,Clouds
#23:36237,comfortable,Clouds
#28:10220,comfortable,Clouds
#25:36140,comfortable,Clouds
#22:35484,comfortable,Clouds
#28:10009,comfortable,Clouds
#23:35447,comfortable,Clouds
#225:42821,comfortable,Clouds
#226:11922,comfortable,Clouds
#223:42834,comfortable,Clouds
#222:42848,comfortable,Clouds
#227:11920,comfortable,Clouds
#223:42844,comfortable,Clouds
#228:11912,comfortable,Clouds
#224:42839,comfortable,Clouds
#229:11909,comfortable,Clouds
#225:42832,comfortable,Clouds
#224:42843,comfortable,Clouds
#223:42866,comfortable,Clouds
#224:42860,comfortable,Clouds
#226:11928,comfortable,Clouds
#223:42871,comfortable,Clouds
#222:46004,comfortable,Clouds
#229:12851,comfortable,Clouds
#224:45993,comfortable,Clouds
#225:45983,comfortable,Clouds
#225:49867,comfortable,Clouds
#228:13982,comfortable,Clouds
#222:49893,comfortable,Clouds
#228:14011,comfortable,Clouds
#222:50004,comfortable,Clouds
#229:14005,comfortable,Clouds
#226:14033,comfortable,Clouds
#225:49979,comfortable,Clouds
#222:50005,comfortable,Clouds
#227:14026,comfortable,Clouds
#223:49998,comfortable,Clouds
#228:14012,comfortable,Clouds
#224:49992,comfortable,Clouds
#222:49894,comfortable,Clouds
#23:16956,comfortable,Clouds
#29:4687,comfortable,Clouds
#24:16910,comfortable,Clouds
#26:4795,comfortable,Clouds
#25:16869,comfortable,Clouds
#25:12105,comfortable,Clouds
#25:12111,comfortable,Clouds
#23:12176,comfortable,Clouds
#29:3246,comfortable,Clouds
#24:12142,comfortable,Clouds
#25:12112,comfortable,Clouds
#27:3406,comfortable,Clouds
#24:12445,comfortable,Clouds
#24:12956,comfortable,Clouds
#24:13297,comfortable,Clouds
#27:3666,comfortable,Clouds
#25:13264,comfortable,Clouds
#23:13852,comfortable,Clouds
#22:13874,comfortable,Clouds
#23:13853,comfortable,Clouds
#24:13818,comfortable,Clouds
#24:14539,comfortable,Clouds
#23:14578,comfortable,Clouds
#24:14546,comfortable,Clouds
#26:4078,comfortable,Clouds
#25:14511,comfortable,Clouds
#22:14601,comfortable,Clouds
#29:3981,comfortable,Clouds
#23:14577,comfortable,Clouds
#23:14576,comfortable,Clouds
#25:14503,comfortable,Clouds
#22:14600,comfortable,Clouds
#24:14537,comfortable,Clouds
#25:14502,comfortable,Clouds
#22:14591,comfortable,Clouds
#22:14592,comfortable,Clouds
#23:14563,comfortable,Clouds
#23:15503,comfortable,Clouds
#22:15526,comfortable,Clouds
#25:15425,comfortable,Clouds
#26:4371,comfortable,Clouds
#22:15525,comfortable,Clouds
#25:24772,comfortable,Clouds
#27:7009,comfortable,Clouds
#22:24898,comfortable,Clouds
#28:6971,comfortable,Clouds
#24:24817,comfortable,Clouds
#23:24871,comfortable,Clouds
#24:24822,comfortable,Clouds
#22:29826,comfortable,Clouds
#24:11869,comfortable,Clouds
#29:3166,comfortable,Clouds
#22:11924,comfortable,Clouds
#24:12000,comfortable,Clouds
#26:3287,comfortable,Clouds
#22:12055,comfortable,Clouds
#22:12172,comfortable,Clouds
#23:12152,comfortable,Clouds
#24:12118,comfortable,Clouds
#27:3294,comfortable,Clouds
#22:12173,comfortable,Clouds
#23:12153,comfortable,Clouds
#28:3269,comfortable,Clouds
#25:12089,comfortable,Clouds
#22:12250,comfortable,Clouds
#27:3315,comfortable,Clouds
#23:12230,comfortable,Clouds
#22:12888,comfortable,Clouds
#27:3509,comfortable,Clouds
#24:12834,comfortable,Clouds
#23:12870,comfortable,Clouds
#24:12836,comfortable,Clouds
#25:12904,comfortable,Clouds
#26:3561,comfortable,Clouds
#22:12990,comfortable,Clouds
#24:12936,comfortable,Clouds
#24:12938,comfortable,Clouds
#27:3707,comfortable,Clouds
#25:13388,comfortable,Clouds
#22:13478,comfortable,Clouds
#26:3736,comfortable,Clouds
#24:13423,comfortable,Clouds
#23:13458,comfortable,Clouds
#24:13424,comfortable,Clouds
#22:13480,comfortable,Clouds
#23:13459,comfortable,Clouds
#27:3708,comfortable,Clouds
#24:13425,comfortable,Clouds
#23:13532,comfortable,Clouds
#22:13620,comfortable,Clouds
#23:13689,comfortable,Clouds
#22:13816,comfortable,Clouds
#23:13794,comfortable,Clouds
#25:12026,comfortable,Clouds
#23:12192,comfortable,Clouds
#24:12158,comfortable,Clouds
#25:12128,comfortable,Clouds
#26:3443,comfortable,Clouds
#23:12516,comfortable,Clouds
#24:12482,comfortable,Clouds
#25:13033,comfortable,Clouds
#23:13099,comfortable,Clouds
#22:15483,comfortable,Clouds
#25:15384,comfortable,Clouds
#22:15484,comfortable,Clouds
#22:15486,comfortable,Clouds
#23:15934,comfortable,Clouds
#24:15892,comfortable,Clouds
