tripid,mood_rating,did_you_have_to_arrive
#32:2986,-1.0,-1.0
#33:3346,-1.0,-1.0
#33:2967,-1.0,-1.0
#33:2981,-1.0,-1.0
#30:3048,-1.0,-1.0
#30:3068,-1.0,-1.0
#33:3055,-1.0,-1.0
#33:2975,-1.0,-1.0
#31:3048,-1.0,-1.0
#30:3137,-1.0,-1.0
#32:3034,-1.0,-1.0
#32:5046,-1.0,-1.0
#30:3974,-1.0,-1.0
#32:3000,-1.0,-1.0
#30:3057,-1.0,-1.0
#30:3097,3.0,1.0
#32:3068,-1.0,-1.0
#30:3061,-1.0,-1.0
#31:3079,3.0,1.0
#33:3012,-1.0,-1.0
#30:3089,3.0,1.0
#33:2994,-1.0,-1.0
#30:3176,-1.0,-1.0
#30:3118,-1.0,-1.0
#32:3018,-1.0,-1.0
#33:4283,-1.0,-1.0
#32:3014,-1.0,-1.0
#32:3030,-1.0,-1.0
#33:3501,3.0,0.0
#33:2992,-1.0,-1.0
#30:3060,-1.0,-1.0
#31:3040,-1.0,-1.0
#31:3043,-1.0,-1.0
#31:3051,-1.0,-1.0
#32:3828,-1.0,-1.0
#32:3010,3.0,1.0
#30:3140,-1.0,-1.0
#30:3886,-1.0,-1.0
#31:3101,-1.0,-1.0
#32:3027,-1.0,-1.0
#33:2989,-1.0,-1.0
#33:2986,4.0,1.0
#31:3055,-1.0,-1.0
#30:3078,-1.0,-1.0
#31:3053,-1.0,-1.0
#33:2999,-1.0,-1.0
#32:3023,-1.0,-1.0
#32:3021,-1.0,-1.0
#30:3076,-1.0,-1.0
#33:3520,3.0,0.0
#33:3008,-1.0,-1.0
#33:3001,-1.0,-1.0
#33:3014,-1.0,-1.0
#30:3128,-1.0,-1.0
#31:3098,-1.0,-1.0
#30:3528,5.0,0.0
#31:4237,-1.0,-1.0
#30:3117,-1.0,-1.0
#33:3009,-1.0,-1.0
#33:3006,-1.0,-1.0
#31:3113,-1.0,-1.0
#32:3057,-1.0,-1.0
#33:3104,3.0,1.0
#33:3044,-1.0,-1.0
#32:3089,-1.0,-1.0
#30:3084,-1.0,-1.0
#30:3138,-1.0,-1.0
#33:3013,-1.0,-1.0
#30:3087,-1.0,-1.0
#31:3100,-1.0,-1.0
#31:3067,-1.0,-1.0
#32:3043,4.0,1.0
#33:3018,-1.0,-1.0
#33:3030,-1.0,-1.0
#30:3175,-1.0,-1.0
#31:3156,-1.0,-1.0
#32:3041,-1.0,-1.0
#33:3039,-1.0,-1.0
#31:3074,-1.0,-1.0
#30:3122,-1.0,-1.0
#33:3063,-1.0,-1.0
#33:3019,3.0,1.0
#33:3067,-1.0,-1.0
#31:3076,-1.0,-1.0
#32:3061,-1.0,-1.0
#32:3686,-1.0,-1.0
#31:3118,-1.0,-1.0
#32:3122,-1.0,-1.0
#30:3144,-1.0,-1.0
#33:3100,-1.0,-1.0
#31:3102,-1.0,-1.0
#31:3112,-1.0,-1.0
#32:3066,-1.0,-1.0
#31:3088,-1.0,-1.0
#31:3095,-1.0,-1.0
#30:3300,-1.0,-1.0
#32:3078,-1.0,-1.0
#30:3109,-1.0,-1.0
#32:11986,4.0,1.0
#30:3105,-1.0,-1.0
#31:3080,4.0,1.0
#32:3084,-1.0,-1.0
#32:3069,-1.0,-1.0
#32:3681,-1.0,-1.0
#33:3027,5.0,1.0
#31:3280,-1.0,-1.0
#33:3056,-1.0,-1.0
#31:3735,3.0,0.0
#33:3041,-1.0,-1.0
#30:3183,3.0,1.0
#31:3085,-1.0,-1.0
#33:3033,5.0,1.0
#33:3035,-1.0,-1.0
#30:3115,-1.0,-1.0
#32:3067,-1.0,-1.0
#31:3089,-1.0,-1.0
#33:3280,-1.0,-1.0
#31:3119,-1.0,-1.0
#33:3029,-1.0,-1.0
#32:3082,-1.0,-1.0
#31:3086,-1.0,-1.0
#30:3111,-1.0,-1.0
#31:3093,4.0,1.0
#33:3034,-1.0,-1.0
#32:3079,-1.0,-1.0
#30:3150,-1.0,-1.0
#30:3124,-1.0,-1.0
#33:3687,2.0,0.0
#32:3059,-1.0,-1.0
#33:3038,-1.0,-1.0
#30:3139,-1.0,-1.0
#30:3775,3.0,0.0
#31:3108,-1.0,-1.0
#32:3072,-1.0,-1.0
#31:3158,-1.0,-1.0
#32:3124,-1.0,-1.0
#33:3076,-1.0,-1.0
#30:3127,-1.0,-1.0
#32:3074,-1.0,-1.0
#31:3154,-1.0,-1.0
#33:3052,-1.0,-1.0
#33:3112,-1.0,-1.0
#33:3069,-1.0,-1.0
#30:3134,-1.0,-1.0
#33:3102,-1.0,-1.0
#33:4191,-1.0,-1.0
#31:3116,-1.0,-1.0
#30:3177,-1.0,-1.0
#31:3153,-1.0,-1.0
#31:3124,-1.0,-1.0
#30:3136,-1.0,-1.0
#33:3170,-1.0,-1.0
#31:3129,-1.0,-1.0
#30:3179,-1.0,-1.0
#33:3060,-1.0,-1.0
#31:3155,-1.0,-1.0
#30:3178,-1.0,-1.0
#30:3209,-1.0,-1.0
#32:3085,-1.0,-1.0
#31:3157,-1.0,-1.0
#33:3073,-1.0,-1.0
#30:3151,-1.0,-1.0
#32:3123,-1.0,-1.0
#31:3132,-1.0,-1.0
#32:3121,-1.0,-1.0
#33:3218,-1.0,-1.0
#30:3152,-1.0,-1.0
#32:3240,-1.0,-1.0
#31:3159,-1.0,-1.0
#31:3189,-1.0,-1.0
#32:3125,-1.0,-1.0
#30:3301,-1.0,-1.0
#30:3212,-1.0,-1.0
#30:3173,-1.0,-1.0
#33:5022,-1.0,-1.0
#32:3155,-1.0,-1.0
#32:3119,-1.0,-1.0
#31:3282,-1.0,-1.0
#30:4274,-1.0,-1.0
#33:3101,-1.0,-1.0
#31:3953,-1.0,-1.0
#32:3140,-1.0,-1.0
#33:3097,-1.0,-1.0
#31:3197,-1.0,-1.0
#30:3189,-1.0,-1.0
#33:3114,-1.0,-1.0
#31:3176,-1.0,-1.0
#31:3776,3.0,0.0
#32:3137,-1.0,-1.0
#32:3248,-1.0,-1.0
#33:3732,3.0,0.0
#31:3163,3.0,1.0
#31:3217,5.0,1.0
#33:3226,-1.0,-1.0
#31:4252,-1.0,-1.0
#32:3141,-1.0,-1.0
#31:3201,-1.0,-1.0
#32:3192,3.0,1.0
#31:3274,-1.0,-1.0
#32:3156,-1.0,-1.0
#31:3171,-1.0,-1.0
#33:4225,-1.0,-1.0
#30:5108,-1.0,-1.0
#31:3324,-1.0,-1.0
#30:3294,-1.0,-1.0
#33:3223,-1.0,-1.0
#33:3505,-1.0,-1.0
#32:3256,-1.0,-1.0
#30:3244,-1.0,-1.0
#30:3370,-1.0,-1.0
#32:3245,-1.0,-1.0
#32:3167,-1.0,-1.0
#33:3234,-1.0,-1.0
#30:3210,-1.0,-1.0
#31:3224,-1.0,-1.0
#30:3216,-1.0,-1.0
#33:3132,-1.0,-1.0
#32:5047,-1.0,-1.0
#31:3240,-1.0,-1.0
#33:3506,-1.0,-1.0
#30:3587,-1.0,-1.0
#30:3440,3.0,0.0
#30:3667,-1.0,-1.0
#32:3216,-1.0,-1.0
#32:3529,-1.0,-1.0
#32:4216,-1.0,-1.0
#33:3265,-1.0,-1.0
#32:3204,4.0,0.0
#32:3341,-1.0,-1.0
#30:3297,-1.0,-1.0
#31:3250,-1.0,-1.0
#31:3566,-1.0,-1.0
#32:3191,-1.0,-1.0
#31:4173,-1.0,-1.0
#32:3193,-1.0,-1.0
#32:4137,-1.0,-1.0
#30:3311,4.0,1.0
#33:3171,3.0,0.0
#30:3276,-1.0,-1.0
#31:3256,-1.0,-1.0
#30:3275,-1.0,-1.0
#32:3280,-1.0,-1.0
#31:3248,5.0,0.0
#33:3198,-1.0,-1.0
#30:3272,5.0,0.0
#33:5023,-1.0,-1.0
#30:3273,5.0,1.0
#33:4192,-1.0,-1.0
#33:3319,-1.0,-1.0
#33:3254,-1.0,-1.0
#33:4018,4.0,0.0
#31:3255,-1.0,-1.0
#32:3227,-1.0,-1.0
#31:3279,-1.0,-1.0
#30:3594,-1.0,-1.0
#31:3315,-1.0,-1.0
#32:3369,-1.0,-1.0
#32:3281,-1.0,-1.0
#30:3326,-1.0,-1.0
#33:3347,-1.0,-1.0
#30:3329,5.0,1.0
#33:3252,-1.0,-1.0
#30:3425,-1.0,-1.0
#30:4276,-1.0,-1.0
#31:3572,-1.0,-1.0
#33:3259,5.0,1.0
#31:3302,-1.0,-1.0
#33:3255,-1.0,-1.0
#30:3325,-1.0,-1.0
#33:3249,3.0,1.0
#32:3342,-1.0,-1.0
#32:3274,-1.0,-1.0
#30:3593,-1.0,-1.0
#31:3311,-1.0,-1.0
#30:3398,-1.0,-1.0
#30:3357,-1.0,-1.0
#32:3286,5.0,1.0
#33:3512,-1.0,-1.0
#33:4193,-1.0,-1.0
#30:3403,-1.0,-1.0
#31:3509,-1.0,-1.0
#33:3367,5.0,1.0
#30:3679,-1.0,-1.0
#32:3298,-1.0,-1.0
#31:3455,5.0,0.0
#32:3507,5.0,1.0
#31:3383,-1.0,-1.0
#31:3379,-1.0,-1.0
#30:3352,3.0,1.0
#33:3281,-1.0,-1.0
#32:3535,-1.0,-1.0
#30:3393,-1.0,-1.0
#31:3350,-1.0,-1.0
#31:3571,-1.0,-1.0
#31:3373,-1.0,-1.0
#30:3592,-1.0,-1.0
#33:3511,-1.0,-1.0
#32:3338,-1.0,-1.0
#30:3379,-1.0,-1.0
#33:3327,-1.0,-1.0
#33:3324,3.0,1.0
#32:3305,5.0,1.0
#30:5109,-1.0,-1.0
#33:3356,3.0,1.0
#33:4159,-1.0,-1.0
#30:3359,-1.0,-1.0
#32:3315,-1.0,-1.0
#31:3374,-1.0,-1.0
#32:3764,3.0,0.0
#31:3382,5.0,0.0
#31:3711,2.0,1.0
#31:3405,-1.0,-1.0
#31:3385,-1.0,-1.0
#30:3549,5.0,1.0
#32:3347,-1.0,-1.0
#31:3378,-1.0,-1.0
#32:3370,-1.0,-1.0
#30:3399,-1.0,-1.0
#31:3497,-1.0,-1.0
#31:3390,-1.0,-1.0
#32:3388,-1.0,-1.0
#32:3473,4.0,0.0
#33:3348,-1.0,-1.0
#30:3533,5.0,0.0
#33:3455,4.0,0.0
#33:3374,-1.0,-1.0
#33:3366,-1.0,-1.0
#31:3417,-1.0,-1.0
#30:3512,3.0,1.0
#31:3610,3.0,1.0
#32:3384,-1.0,-1.0
#31:3435,-1.0,-1.0
#31:5086,-1.0,-1.0
#31:3518,3.0,1.0
#32:3598,5.0,1.0
#33:3375,-1.0,-1.0
#32:3399,-1.0,-1.0
#30:4297,-1.0,-1.0
#33:3654,-1.0,-1.0
#32:3443,-1.0,-1.0
#30:3569,-1.0,-1.0
#33:3427,5.0,0.0
#30:4356,-1.0,-1.0
#33:3438,-1.0,-1.0
#33:3432,5.0,0.0
#33:3420,-1.0,-1.0
#33:3398,-1.0,-1.0
#32:3466,-1.0,-1.0
#32:3512,-1.0,-1.0
#31:3522,3.0,1.0
#31:3480,-1.0,-1.0
#30:3505,-1.0,-1.0
#31:3548,-1.0,-1.0
#31:3549,-1.0,-1.0
#30:4334,-1.0,-1.0
#32:3461,-1.0,-1.0
#30:3591,3.0,1.0
#33:3439,-1.0,-1.0
#32:3717,-1.0,-1.0
#30:3523,-1.0,-1.0
#30:3524,-1.0,-1.0
#33:3467,3.0,1.0
#30:3526,-1.0,-1.0
#31:3599,-1.0,-1.0
#32:3463,-1.0,-1.0
#33:3459,-1.0,-1.0
#32:3563,-1.0,-1.0
#30:3525,-1.0,-1.0
#30:3560,-1.0,-1.0
#32:3525,-1.0,-1.0
#32:3506,-1.0,-1.0
#30:3603,3.0,0.0
#33:3502,-1.0,-1.0
#33:3540,-1.0,-1.0
#31:3753,-1.0,-1.0
#31:3551,-1.0,-1.0
#32:3526,-1.0,-1.0
#32:4507,2.0,1.0
#33:3530,5.0,0.0
#31:4567,2.0,0.0
#32:3486,-1.0,-1.0
#30:3621,-1.0,-1.0
#32:4242,-1.0,-1.0
#31:3542,-1.0,-1.0
#31:3600,-1.0,-1.0
#32:3653,-1.0,-1.0
#30:3613,3.0,0.0
#31:5003,2.0,0.0
#31:3562,-1.0,-1.0
#30:3614,3.0,0.0
#32:3677,-1.0,-1.0
#32:3565,-1.0,-1.0
#30:3563,-1.0,-1.0
#32:3505,3.0,0.0
#30:3564,-1.0,-1.0
#31:5332,3.0,0.0
#31:3543,-1.0,-1.0
#30:3786,-1.0,-1.0
#31:3601,-1.0,-1.0
#30:3582,-1.0,-1.0
#33:3632,5.0,1.0
#33:3503,-1.0,-1.0
#30:3572,-1.0,-1.0
#32:5311,2.0,1.0
#32:3678,-1.0,-1.0
#33:3542,-1.0,-1.0
#32:3523,-1.0,-1.0
#31:3690,-1.0,-1.0
#32:3652,-1.0,-1.0
#33:3601,-1.0,-1.0
#31:3578,3.0,1.0
#30:3734,-1.0,-1.0
#31:3709,-1.0,-1.0
#30:3623,-1.0,-1.0
#30:3601,-1.0,-1.0
#32:3546,-1.0,-1.0
#33:3656,-1.0,-1.0
#33:3587,-1.0,-1.0
#31:3836,-1.0,-1.0
#32:3564,-1.0,-1.0
#30:3712,-1.0,-1.0
#33:3756,-1.0,-1.0
#31:3714,-1.0,-1.0
#31:3695,-1.0,-1.0
#33:3541,-1.0,-1.0
#30:3668,-1.0,-1.0
#32:3655,-1.0,-1.0
#30:6055,-1.0,-1.0
#33:3653,-1.0,-1.0
#33:5958,-1.0,-1.0
#31:3692,-1.0,-1.0
#32:3572,-1.0,-1.0
#30:3692,3.0,0.0
#32:3676,-1.0,-1.0
#33:3588,-1.0,-1.0
#33:3657,-1.0,-1.0
#32:3593,-1.0,-1.0
#30:3735,-1.0,-1.0
#33:3714,-1.0,-1.0
#32:5984,-1.0,-1.0
#33:3578,-1.0,-1.0
#31:3648,5.0,0.0
#32:3738,-1.0,-1.0
#30:4350,-1.0,-1.0
#31:3646,-1.0,-1.0
#30:3669,-1.0,-1.0
#30:3733,-1.0,-1.0
#31:3649,-1.0,-1.0
#30:3796,-1.0,-1.0
#30:3677,-1.0,-1.0
#31:6026,-1.0,-1.0
#32:3785,5.0,1.0
#30:3944,-1.0,-1.0
#32:3621,-1.0,-1.0
#33:3652,-1.0,-1.0
#33:3655,-1.0,-1.0
#31:3702,3.0,0.0
#33:3970,-1.0,-1.0
#30:4243,-1.0,-1.0
#31:3823,-1.0,-1.0
#31:3694,-1.0,-1.0
#31:3762,-1.0,-1.0
#31:4328,-1.0,-1.0
#32:5153,5.0,0.0
#30:3788,-1.0,-1.0
#33:3957,5.0,1.0
#32:3706,3.0,1.0
#32:3723,-1.0,-1.0
#32:3680,-1.0,-1.0
#31:3708,-1.0,-1.0
#33:3648,-1.0,-1.0
#32:3675,-1.0,-1.0
#33:3685,-1.0,-1.0
#32:3792,3.0,0.0
#33:3796,3.0,0.0
#31:3742,-1.0,-1.0
#33:3803,3.0,0.0
#33:4231,-1.0,-1.0
#31:3938,-1.0,-1.0
#33:3684,-1.0,-1.0
#32:3746,-1.0,-1.0
#30:3769,-1.0,-1.0
#32:4794,4.0,0.0
#30:3803,-1.0,-1.0
#31:4221,-1.0,-1.0
#33:3700,-1.0,-1.0
#33:3694,-1.0,-1.0
#31:3765,-1.0,-1.0
#33:5072,-1.0,-1.0
#32:3731,-1.0,-1.0
#32:4211,-1.0,-1.0
#32:3728,3.0,1.0
#32:3730,-1.0,-1.0
#31:3771,-1.0,-1.0
#31:4029,-1.0,-1.0
#31:3797,-1.0,-1.0
#30:3849,-1.0,-1.0
#31:3782,-1.0,-1.0
#30:4314,-1.0,-1.0
#30:3792,-1.0,-1.0
#32:4765,-1.0,-1.0
#32:3801,3.0,0.0
#33:3751,-1.0,-1.0
#30:3844,-1.0,-1.0
#31:3806,-1.0,-1.0
#32:4056,2.0,1.0
#31:3803,5.0,1.0
#30:3832,-1.0,-1.0
#32:4068,4.0,0.0
#32:3767,-1.0,-1.0
#31:3828,-1.0,-1.0
#30:3959,-1.0,-1.0
#33:4232,-1.0,-1.0
#30:3833,-1.0,-1.0
#31:4127,3.0,0.0
#33:3878,-1.0,-1.0
#30:3834,-1.0,-1.0
#32:3779,-1.0,-1.0
#31:3812,-1.0,-1.0
#30:4052,-1.0,-1.0
#30:4168,3.0,0.0
#32:4256,-1.0,-1.0
#33:3810,-1.0,-1.0
#33:3754,-1.0,-1.0
#31:4292,-1.0,-1.0
#33:3770,3.0,1.0
#33:3771,-1.0,-1.0
#33:4084,-1.0,-1.0
#31:3843,-1.0,-1.0
#30:3864,4.0,1.0
#30:3853,-1.0,-1.0
#30:3865,-1.0,-1.0
#32:3807,-1.0,-1.0
#31:3844,-1.0,-1.0
#30:3879,-1.0,-1.0
#31:3859,-1.0,-1.0
#32:3860,5.0,1.0
#32:3833,-1.0,-1.0
#31:3860,4.0,1.0
#32:4142,-1.0,-1.0
#30:3913,-1.0,-1.0
#33:3802,-1.0,-1.0
#30:3887,-1.0,-1.0
#33:4119,-1.0,-1.0
#32:3830,-1.0,-1.0
#31:3866,-1.0,-1.0
#32:4243,-1.0,-1.0
#30:3911,-1.0,-1.0
#31:3891,-1.0,-1.0
#32:4314,-1.0,-1.0
#32:3901,-1.0,-1.0
#33:4219,-1.0,-1.0
#32:3855,-1.0,-1.0
#33:3832,-1.0,-1.0
#33:3840,-1.0,-1.0
#32:9041,5.0,0.0
#30:4374,-1.0,-1.0
#33:3877,3.0,1.0
#32:3858,3.0,0.0
#31:3895,4.0,1.0
#30:3943,-1.0,-1.0
#31:3896,5.0,1.0
#30:3938,-1.0,-1.0
#31:4222,-1.0,-1.0
#31:3899,-1.0,-1.0
#30:4302,-1.0,-1.0
#31:3901,5.0,0.0
#32:3866,5.0,0.0
#33:3862,-1.0,-1.0
#30:3981,-1.0,-1.0
#33:3883,-1.0,-1.0
#33:3857,-1.0,-1.0
#30:3961,-1.0,-1.0
#32:4552,-1.0,-1.0
#33:3882,-1.0,-1.0
#31:3940,-1.0,-1.0
#31:3923,-1.0,-1.0
#30:3942,-1.0,-1.0
#32:3886,5.0,0.0
#33:3895,-1.0,-1.0
#30:4046,-1.0,-1.0
#33:3866,-1.0,-1.0
#31:3925,5.0,0.0
#30:3962,-1.0,-1.0
#32:3904,-1.0,-1.0
#32:3951,5.0,0.0
#30:4270,-1.0,-1.0
#30:3955,-1.0,-1.0
#31:3934,-1.0,-1.0
#31:4024,-1.0,-1.0
#32:3923,-1.0,-1.0
#33:3888,-1.0,-1.0
#30:3958,4.0,0.0
#33:3911,-1.0,-1.0
#33:3906,5.0,0.0
#31:4350,-1.0,-1.0
#32:3988,-1.0,-1.0
#32:5878,-1.0,-1.0
#33:3965,-1.0,-1.0
#32:3916,-1.0,-1.0
#33:3893,-1.0,-1.0
#31:3960,-1.0,-1.0
#30:4200,-1.0,-1.0
#30:3987,-1.0,-1.0
#31:3954,-1.0,-1.0
#30:3976,3.0,0.0
#32:12401,3.0,1.0
#30:3988,-1.0,-1.0
#32:3931,-1.0,-1.0
#31:3970,-1.0,-1.0
#33:3910,-1.0,-1.0
#32:3944,5.0,1.0
#31:3971,-1.0,-1.0
#31:4036,-1.0,-1.0
#32:3950,-1.0,-1.0
#33:3927,-1.0,-1.0
#30:4001,-1.0,-1.0
#30:4008,-1.0,-1.0
#31:9092,3.0,0.0
#31:12457,2.0,1.0
#30:4047,-1.0,-1.0
#32:4134,4.0,1.0
#33:3923,-1.0,-1.0
#33:3976,-1.0,-1.0
#33:3969,-1.0,-1.0
#32:4000,-1.0,-1.0
#32:3959,-1.0,-1.0
#33:3947,-1.0,-1.0
#31:3988,-1.0,-1.0
#32:3992,-1.0,-1.0
#33:3933,-1.0,-1.0
#31:4002,-1.0,-1.0
#31:4028,-1.0,-1.0
#32:5048,-1.0,-1.0
#31:4066,-1.0,-1.0
#33:3983,-1.0,-1.0
#30:4050,-1.0,-1.0
#33:5024,-1.0,-1.0
#33:3968,-1.0,-1.0
#32:3994,-1.0,-1.0
#33:3977,-1.0,-1.0
#30:4053,-1.0,-1.0
#30:4058,-1.0,-1.0
#33:3971,-1.0,-1.0
#30:4059,-1.0,-1.0
#31:4797,5.0,1.0
#32:3996,-1.0,-1.0
#31:4034,-1.0,-1.0
#31:4045,-1.0,-1.0
#32:4129,3.0,1.0
#33:3980,-1.0,-1.0
#32:4186,-1.0,-1.0
#33:4013,-1.0,-1.0
#32:4030,-1.0,-1.0
#32:4220,5.0,1.0
#32:4013,-1.0,-1.0
#32:4036,-1.0,-1.0
#33:4122,4.0,0.0
#31:4049,-1.0,-1.0
#33:3990,-1.0,-1.0
#33:4062,-1.0,-1.0
#31:4072,-1.0,-1.0
#30:4076,2.0,0.0
#31:4060,-1.0,-1.0
#33:4002,4.0,0.0
#32:4537,-1.0,-1.0
#32:4024,-1.0,-1.0
#32:4025,3.0,0.0
#30:4214,4.0,0.0
#33:4007,-1.0,-1.0
#31:4281,-1.0,-1.0
#33:4513,-1.0,-1.0
#33:7263,-1.0,-1.0
#30:4091,3.0,0.0
#32:4040,-1.0,-1.0
#30:4096,2.0,0.0
#31:4575,-1.0,-1.0
#31:4105,-1.0,-1.0
#31:4076,-1.0,-1.0
#31:4346,5.0,0.0
#32:4538,-1.0,-1.0
#30:4116,-1.0,-1.0
#31:4123,-1.0,-1.0
#33:4070,-1.0,-1.0
#30:4127,-1.0,-1.0
#33:4160,-1.0,-1.0
#32:5880,-1.0,-1.0
#30:4145,-1.0,-1.0
#33:4045,-1.0,-1.0
#32:4086,-1.0,-1.0
#31:4110,-1.0,-1.0
#31:4122,-1.0,-1.0
#30:4152,-1.0,-1.0
#30:4144,-1.0,-1.0
#32:4151,-1.0,-1.0
#31:4233,-1.0,-1.0
#30:4259,-1.0,-1.0
#30:4156,-1.0,-1.0
#33:4400,-1.0,-1.0
#32:4097,3.0,0.0
#30:4166,-1.0,-1.0
#30:4211,-1.0,-1.0
#31:4145,-1.0,-1.0
#30:4167,-1.0,-1.0
#32:4103,4.0,0.0
#32:4109,-1.0,-1.0
#30:4207,-1.0,-1.0
#32:4120,3.0,0.0
#31:4163,-1.0,-1.0
#33:4173,-1.0,-1.0
#30:4213,-1.0,-1.0
#32:4141,-1.0,-1.0
#30:4195,-1.0,-1.0
#30:4206,-1.0,-1.0
#32:4245,-1.0,-1.0
#30:4199,-1.0,-1.0
#32:4148,-1.0,-1.0
#32:4155,-1.0,-1.0
#33:4129,-1.0,-1.0
#31:4229,-1.0,-1.0
#33:4128,-1.0,-1.0
#30:4217,-1.0,-1.0
#32:4193,-1.0,-1.0
#33:12372,3.0,1.0
#33:4132,-1.0,-1.0
#31:4195,-1.0,-1.0
#31:4196,3.0,0.0
#32:4164,-1.0,-1.0
#31:4232,-1.0,-1.0
#30:4249,-1.0,-1.0
#33:4165,-1.0,-1.0
#30:4372,-1.0,-1.0
#33:4166,-1.0,-1.0
#30:4257,-1.0,-1.0
#32:4192,4.0,0.0
#30:4251,-1.0,-1.0
#33:4171,-1.0,-1.0
#30:4258,-1.0,-1.0
#32:4199,-1.0,-1.0
#33:4184,-1.0,-1.0
#33:4289,-1.0,-1.0
#31:4245,-1.0,-1.0
#30:4260,-1.0,-1.0
#30:4319,-1.0,-1.0
#31:4414,-1.0,-1.0
#32:4218,3.0,1.0
#31:4247,-1.0,-1.0
#32:4378,-1.0,-1.0
#32:4210,-1.0,-1.0
#31:4248,-1.0,-1.0
#32:4237,-1.0,-1.0
#30:4299,2.0,1.0
#30:4436,-1.0,-1.0
#31:4260,-1.0,-1.0
#31:4273,5.0,0.0
#31:4274,-1.0,-1.0
#31:4285,3.0,1.0
#31:4293,-1.0,-1.0
#31:4286,-1.0,-1.0
#32:4257,-1.0,-1.0
#31:4297,-1.0,-1.0
#32:4313,-1.0,-1.0
#30:4320,-1.0,-1.0
#31:4349,-1.0,-1.0
#33:4238,-1.0,-1.0
#33:4241,3.0,1.0
#32:4267,-1.0,-1.0
#31:4311,2.0,-1.0
#32:4290,-1.0,-1.0
#32:4272,-1.0,-1.0
#32:4268,4.0,0.0
#30:4360,-1.0,-1.0
#31:4308,-1.0,-1.0
#33:4250,3.0,0.0
#32:4291,-1.0,-1.0
#33:5856,-1.0,-1.0
#31:4373,-1.0,-1.0
#31:4312,-1.0,-1.0
#32:4345,5.0,0.0
#30:4342,-1.0,-1.0
#30:4371,-1.0,-1.0
#31:4332,-1.0,-1.0
#33:4272,-1.0,-1.0
#30:4354,3.0,1.0
#33:4393,2.0,1.0
#32:4478,2.0,1.0
#31:4334,-1.0,-1.0
#32:4360,-1.0,-1.0
#30:5947,-1.0,-1.0
#33:4435,-1.0,-1.0
#33:4278,-1.0,-1.0
#31:4351,-1.0,-1.0
#32:4306,4.0,0.0
#32:4315,-1.0,-1.0
#31:4468,-1.0,-1.0
#33:4923,5.0,1.0
#31:4342,-1.0,-1.0
#33:4291,-1.0,-1.0
#33:4297,-1.0,-1.0
#33:4823,4.0,0.0
#31:4450,2.0,0.0
#30:4571,-1.0,-1.0
#33:4411,-1.0,-1.0
#33:4312,-1.0,-1.0
#33:4353,-1.0,-1.0
#31:4396,-1.0,-1.0
#30:4398,-1.0,-1.0
#31:5918,-1.0,-1.0
#32:4358,-1.0,-1.0
#30:4465,-1.0,-1.0
#31:4417,-1.0,-1.0
#32:4431,-1.0,-1.0
#30:4445,5.0,-1.0
#31:4420,5.0,1.0
#30:4489,-1.0,-1.0
#32:4381,-1.0,-1.0
#30:4418,-1.0,-1.0
#31:4443,-1.0,-1.0
#30:5110,-1.0,-1.0
#30:4492,-1.0,-1.0
#32:4383,-1.0,-1.0
#31:4521,-1.0,-1.0
#32:4409,-1.0,-1.0
#32:4390,-1.0,-1.0
#31:4541,-1.0,-1.0
#30:4466,-1.0,-1.0
#33:4392,-1.0,-1.0
#31:4501,5.0,1.0
#32:4465,5.0,1.0
#31:4429,-1.0,-1.0
#31:4425,-1.0,-1.0
#32:4416,-1.0,-1.0
#33:4481,-1.0,-1.0
#32:4406,-1.0,-1.0
#31:5087,-1.0,-1.0
#33:4385,-1.0,-1.0
#33:4382,-1.0,-1.0
#30:4467,-1.0,-1.0
#33:4410,-1.0,-1.0
#33:4383,-1.0,-1.0
#31:4520,-1.0,-1.0
#30:4481,-1.0,-1.0
#32:4415,-1.0,-1.0
#31:4455,-1.0,-1.0
#31:4459,-1.0,-1.0
#31:4463,4.0,1.0
#30:4511,-1.0,-1.0
#32:4437,4.0,0.0
#30:4495,-1.0,-1.0
#32:4505,-1.0,-1.0
#30:4517,-1.0,-1.0
#32:4458,-1.0,-1.0
#33:4423,-1.0,-1.0
#32:4459,-1.0,-1.0
#33:4458,-1.0,-1.0
#32:4650,5.0,0.0
#30:4542,-1.0,-1.0
#32:4513,-1.0,-1.0
#31:4507,-1.0,-1.0
#33:4457,-1.0,-1.0
#32:4482,-1.0,-1.0
#32:4511,-1.0,-1.0
#30:4553,-1.0,-1.0
#33:4453,-1.0,-1.0
#30:4606,-1.0,-1.0
#31:4542,-1.0,-1.0
#30:4577,-1.0,-1.0
#31:4615,-1.0,-1.0
#31:4548,-1.0,-1.0
#32:4488,4.0,0.0
#32:4578,-1.0,-1.0
#30:4574,-1.0,-1.0
#32:4512,-1.0,-1.0
#33:4554,-1.0,-1.0
#30:5199,-1.0,-1.0
#33:4488,-1.0,-1.0
#32:8408,5.0,0.0
#31:4545,3.0,0.0
#33:4489,-1.0,-1.0
#30:4608,-1.0,-1.0
#30:4650,2.0,0.0
#32:4618,-1.0,-1.0
#32:4715,-1.0,-1.0
#30:4575,3.0,0.0
#30:4572,-1.0,-1.0
#30:12497,3.0,1.0
#32:4587,-1.0,-1.0
#30:4590,4.0,0.0
#31:4854,-1.0,-1.0
#31:4561,-1.0,-1.0
#32:4514,-1.0,-1.0
#33:4691,-1.0,-1.0
#31:4554,-1.0,-1.0
