tripid,mood_rating,did_you_have_to_arrive
#31:5497,-1.0,-1.0
#31:5461,5.0,0.0
#32:5475,-1.0,-1.0
#31:5492,5.0,1.0
#30:5579,-1.0,-1.0
#30:5541,-1.0,-1.0
#30:5496,-1.0,-1.0
#30:5517,5.0,1.0
#33:5545,-1.0,-1.0
#31:5499,-1.0,-1.0
#32:5453,5.0,1.0
#32:5436,5.0,0.0
#32:5459,-1.0,-1.0
#32:5443,5.0,0.0
#31:5591,5.0,0.0
#30:16360,4.0,0.0
#30:5547,5.0,0.0
#31:5500,-1.0,-1.0
#31:5510,-1.0,-1.0
#30:6350,5.0,0.0
#33:16232,5.0,0.0
#30:16362,4.0,0.0
#30:5542,-1.0,-1.0
#32:5460,-1.0,-1.0
#31:16318,4.0,0.0
#30:5569,-1.0,-1.0
#32:5616,-1.0,-1.0
#31:5525,-1.0,-1.0
#30:5575,-1.0,-1.0
#32:5551,5.0,0.0
#33:5578,-1.0,-1.0
#30:5550,-1.0,-1.0
#30:5607,-1.0,-1.0
#30:5600,5.0,1.0
#33:5471,5.0,1.0
#33:5489,-1.0,-1.0
#31:5536,5.0,1.0
#33:5511,5.0,1.0
#33:5479,-1.0,-1.0
#31:5576,5.0,1.0
#31:6316,-1.0,-1.0
#30:5602,5.0,1.0
#31:6318,-1.0,-1.0
#32:5537,5.0,1.0
#30:5578,-1.0,-1.0
#32:5513,-1.0,-1.0
#31:5632,-1.0,-1.0
#32:5592,-1.0,-1.0
#33:5568,-1.0,-1.0
#32:5515,-1.0,-1.0
#32:5578,-1.0,-1.0
#33:5552,-1.0,-1.0
#30:6348,-1.0,-1.0
#32:5577,-1.0,-1.0
#32:5574,-1.0,-1.0
#30:5639,-1.0,-1.0
#30:5598,-1.0,-1.0
#31:5650,-1.0,-1.0
#30:5880,3.0,1.0
#32:5814,2.0,0.0
#32:16260,5.0,0.0
#32:5569,-1.0,-1.0
#30:16359,5.0,0.0
#30:16358,5.0,1.0
#30:5658,-1.0,-1.0
#32:5560,5.0,0.0
#32:16259,4.0,0.0
#32:5570,2.0,1.0
#30:5635,-1.0,-1.0
#30:6133,-1.0,-1.0
#32:5813,3.0,1.0
#32:5591,-1.0,-1.0
#32:5611,-1.0,-1.0
#31:5631,-1.0,-1.0
#31:5655,-1.0,-1.0
#33:5584,2.0,1.0
#32:5615,-1.0,-1.0
#33:5602,-1.0,-1.0
#32:5633,-1.0,-1.0
#30:5686,-1.0,-1.0
#31:5659,-1.0,-1.0
#33:5601,-1.0,-1.0
#30:5703,-1.0,-1.0
#33:5603,3.0,1.0
#32:5639,-1.0,-1.0
#32:5753,-1.0,-1.0
#33:5612,3.0,1.0
#31:5795,-1.0,-1.0
#30:5821,-1.0,-1.0
#33:5730,-1.0,-1.0
#30:5706,-1.0,-1.0
#31:5840,-1.0,-1.0
#32:5654,2.0,0.0
#32:5754,-1.0,-1.0
#30:5724,-1.0,-1.0
#32:5799,-1.0,-1.0
#30:5747,-1.0,-1.0
#32:5797,-1.0,-1.0
#32:5693,1.0,1.0
#30:5864,-1.0,-1.0
#33:5773,-1.0,-1.0
#32:5720,3.0,1.0
#31:5838,-1.0,-1.0
#30:5787,2.0,1.0
#32:5697,2.0,1.0
#33:5806,-1.0,-1.0
#31:5871,-1.0,-1.0
#30:5996,-1.0,-1.0
#32:5721,5.0,1.0
#30:5788,5.0,0.0
#31:5762,2.0,1.0
#32:5722,-1.0,-1.0
#30:5795,-1.0,-1.0
#32:5729,-1.0,-1.0
#32:5756,-1.0,-1.0
#31:5769,-1.0,-1.0
#33:6006,-1.0,-1.0
#32:6245,-1.0,-1.0
#30:5809,3.0,1.0
#31:5794,-1.0,-1.0
#33:5739,-1.0,-1.0
#30:5817,-1.0,-1.0
#30:5820,-1.0,-1.0
#31:5791,-1.0,-1.0
#31:5864,-1.0,-1.0
#32:5763,-1.0,-1.0
#30:5830,-1.0,-1.0
#31:5804,-1.0,-1.0
#31:5815,-1.0,-1.0
#32:5775,-1.0,-1.0
#33:5744,-1.0,-1.0
#32:5777,-1.0,-1.0
#30:5842,1.0,1.0
#30:5840,-1.0,-1.0
#30:5948,5.0,1.0
#31:5895,-1.0,-1.0
#33:5751,-1.0,-1.0
#33:5757,-1.0,-1.0
#30:5848,-1.0,-1.0
#33:5792,-1.0,-1.0
#33:5935,-1.0,-1.0
#32:5816,-1.0,-1.0
#30:6032,-1.0,-1.0
#32:5818,5.0,0.0
#30:5853,-1.0,-1.0
#32:5787,-1.0,-1.0
#31:6004,-1.0,-1.0
#30:5882,-1.0,-1.0
#30:5866,-1.0,-1.0
#31:5841,-1.0,-1.0
#32:5855,-1.0,-1.0
#32:5834,-1.0,-1.0
#32:5962,-1.0,-1.0
#30:5872,-1.0,-1.0
#30:5901,-1.0,-1.0
#30:5883,-1.0,-1.0
#30:5878,-1.0,-1.0
#33:5790,-1.0,-1.0
#31:5856,-1.0,-1.0
#33:6353,-1.0,-1.0
#33:5802,5.0,1.0
#33:5799,-1.0,-1.0
#31:5968,-1.0,-1.0
#33:5803,-1.0,-1.0
#31:5866,5.0,1.0
#33:5810,-1.0,-1.0
#30:5890,-1.0,-1.0
#32:5827,-1.0,-1.0
#33:5800,-1.0,-1.0
#31:5867,5.0,1.0
#31:5886,-1.0,-1.0
#33:5831,-1.0,-1.0
#31:5888,-1.0,-1.0
#32:5844,-1.0,-1.0
#33:5807,-1.0,-1.0
#30:5914,-1.0,-1.0
#33:5817,-1.0,-1.0
#33:5823,-1.0,-1.0
#33:5855,-1.0,-1.0
#32:5847,-1.0,-1.0
#32:6389,-1.0,-1.0
#30:5922,-1.0,-1.0
#33:5827,-1.0,-1.0
#32:5956,-1.0,-1.0
#30:5935,-1.0,-1.0
#31:5896,-1.0,-1.0
#31:6030,-1.0,-1.0
#31:5997,-1.0,-1.0
#30:6026,-1.0,-1.0
#33:5843,-1.0,-1.0
#31:6029,-1.0,-1.0
#30:5952,-1.0,-1.0
#30:5934,-1.0,-1.0
#33:5848,-1.0,-1.0
#33:5861,-1.0,-1.0
#30:5939,-1.0,-1.0
#31:5999,-1.0,-1.0
#31:5916,2.0,1.0
#33:5857,-1.0,-1.0
#30:6328,5.0,1.0
#32:5926,-1.0,-1.0
#32:5898,2.0,1.0
#33:5873,5.0,0.0
#31:6102,-1.0,-1.0
#30:5969,5.0,1.0
#32:5894,-1.0,-1.0
#32:6060,-1.0,-1.0
#30:5961,-1.0,-1.0
#32:6255,5.0,1.0
#31:5934,-1.0,-1.0
#32:5900,-1.0,-1.0
#31:5942,-1.0,-1.0
#33:5870,-1.0,-1.0
#31:5939,4.0,1.0
#32:5897,-1.0,-1.0
#33:5875,-1.0,-1.0
#30:6010,-1.0,-1.0
#31:5940,-1.0,-1.0
#33:6034,-1.0,-1.0
#33:5879,2.0,1.0
#33:5902,-1.0,-1.0
#31:5971,-1.0,-1.0
#30:5998,-1.0,-1.0
#31:5970,-1.0,-1.0
#30:6052,3.0,1.0
#32:5913,-1.0,-1.0
#31:6432,-1.0,-1.0
#31:5995,-1.0,-1.0
#31:6047,-1.0,-1.0
#30:5999,-1.0,-1.0
#32:5928,-1.0,-1.0
#30:6023,-1.0,-1.0
#33:5959,-1.0,-1.0
#30:6009,-1.0,-1.0
#32:5987,-1.0,-1.0
#31:5985,-1.0,-1.0
#33:5949,-1.0,-1.0
#30:6075,-1.0,-1.0
#30:6038,-1.0,-1.0
#32:5967,-1.0,-1.0
#30:6056,-1.0,-1.0
#31:6028,-1.0,-1.0
#33:5941,-1.0,-1.0
#30:6065,-1.0,-1.0
#32:7129,2.0,-1.0
#33:5953,-1.0,-1.0
#33:5978,-1.0,-1.0
#32:5995,-1.0,-1.0
#33:5989,-1.0,-1.0
#30:6060,-1.0,-1.0
#30:6066,-1.0,-1.0
#30:6059,-1.0,-1.0
#33:5994,-1.0,-1.0
#31:6062,-1.0,-1.0
#30:6132,-1.0,-1.0
#30:6261,-1.0,-1.0
#30:6090,-1.0,-1.0
#32:6045,-1.0,-1.0
#32:6021,-1.0,-1.0
#31:6103,-1.0,-1.0
#33:5995,-1.0,-1.0
#32:6061,-1.0,-1.0
#30:6102,-1.0,-1.0
#32:6032,-1.0,-1.0
#33:6019,-1.0,-1.0
#33:6014,-1.0,-1.0
#30:6107,-1.0,-1.0
#33:6018,-1.0,-1.0
#33:6009,-1.0,-1.0
#33:6161,-1.0,-1.0
#30:6112,-1.0,-1.0
#31:6088,-1.0,-1.0
#32:6274,-1.0,-1.0
#30:6127,-1.0,-1.0
#33:6035,-1.0,-1.0
#31:6317,-1.0,-1.0
#33:6031,3.0,1.0
#32:6212,-1.0,-1.0
#33:6213,-1.0,-1.0
#30:6347,-1.0,-1.0
#33:6207,-1.0,-1.0
#30:6190,-1.0,-1.0
#32:6126,5.0,1.0
#30:6199,5.0,1.0
#32:6108,-1.0,-1.0
#32:6127,5.0,1.0
#33:6082,-1.0,-1.0
#31:6325,5.0,1.0
#30:6200,5.0,1.0
#32:6128,5.0,0.0
#33:6091,-1.0,-1.0
#33:6102,5.0,0.0
#30:6354,4.0,1.0
#33:7742,3.0,1.0
#33:6347,-1.0,-1.0
#33:6247,-1.0,-1.0
#32:6273,-1.0,-1.0
#30:6286,-1.0,-1.0
#32:6188,4.0,1.0
#30:6262,5.0,1.0
#32:6189,5.0,1.0
#30:6263,5.0,0.0
#32:6177,-1.0,-1.0
#32:6176,-1.0,-1.0
#32:6199,-1.0,-1.0
#31:6230,-1.0,-1.0
#31:6256,-1.0,-1.0
#30:6255,-1.0,-1.0
#32:6197,-1.0,-1.0
#30:6290,3.0,1.0
#33:6219,3.0,1.0
#33:6194,-1.0,-1.0
#30:6293,3.0,1.0
#31:6262,3.0,1.0
#31:6276,-1.0,-1.0
#30:6294,-1.0,-1.0
#30:6291,3.0,1.0
#32:6233,-1.0,-1.0
#32:6217,4.0,1.0
#32:6504,5.0,0.0
#30:6313,-1.0,-1.0
#31:6297,3.0,1.0
#33:6368,-1.0,-1.0
#32:6223,-1.0,-1.0
#31:6283,-1.0,-1.0
#31:6320,-1.0,-1.0
#33:6228,2.0,1.0
#33:6223,-1.0,-1.0
#30:6329,4.0,0.0
#30:6346,-1.0,-1.0
#30:6335,-1.0,-1.0
#32:6272,-1.0,-1.0
#32:6280,-1.0,-1.0
#32:6271,-1.0,-1.0
#33:6244,-1.0,-1.0
#33:6249,-1.0,-1.0
#32:6270,-1.0,-1.0
#32:6277,-1.0,-1.0
#31:6330,-1.0,-1.0
#32:6278,-1.0,-1.0
#30:6696,-1.0,-1.0
#30:6349,-1.0,-1.0
#33:6343,-1.0,-1.0
#32:6291,-1.0,-1.0
#30:6381,-1.0,-1.0
#30:6387,-1.0,-1.0
#30:6565,-1.0,-1.0
#31:6355,-1.0,-1.0
#33:6279,-1.0,-1.0
#31:6357,-1.0,-1.0
#32:6314,-1.0,-1.0
#30:6705,-1.0,-1.0
#31:6671,-1.0,-1.0
#31:6609,4.0,0.0
#33:6288,-1.0,-1.0
#33:6599,-1.0,-1.0
#32:6337,-1.0,-1.0
#33:6462,-1.0,-1.0
#30:6704,-1.0,-1.0
#30:6412,-1.0,-1.0
#33:6311,-1.0,-1.0
#30:6405,-1.0,-1.0
#30:6563,-1.0,-1.0
#32:6394,-1.0,-1.0
#30:6469,-1.0,-1.0
#33:6463,-1.0,-1.0
#33:6598,-1.0,-1.0
#32:6381,-1.0,-1.0
#32:6624,-1.0,-1.0
#31:6399,-1.0,-1.0
#32:6490,-1.0,-1.0
#30:6430,-1.0,-1.0
#31:6670,-1.0,-1.0
#33:6455,-1.0,-1.0
#31:6535,-1.0,-1.0
#30:6703,-1.0,-1.0
#33:6340,-1.0,-1.0
#30:6441,-1.0,-1.0
#30:6566,-1.0,-1.0
#33:6345,-1.0,-1.0
#31:6453,-1.0,-1.0
#33:6597,-1.0,-1.0
#33:6384,-1.0,-1.0
#32:6630,-1.0,-1.0
#30:6485,-1.0,-1.0
#30:6454,-1.0,-1.0
#33:6604,-1.0,-1.0
#32:6411,-1.0,-1.0
#33:6605,-1.0,-1.0
#30:6470,-1.0,-1.0
#33:6375,-1.0,-1.0
#31:6439,-1.0,-1.0
#30:6711,-1.0,-1.0
#32:6399,-1.0,-1.0
#33:6373,-1.0,-1.0
#30:6486,-1.0,-1.0
#30:6476,-1.0,-1.0
#32:6432,-1.0,-1.0
#32:6433,-1.0,-1.0
#31:6678,-1.0,-1.0
#31:6471,-1.0,-1.0
#31:6465,-1.0,-1.0
#32:6631,-1.0,-1.0
#32:6431,-1.0,-1.0
#31:6677,-1.0,-1.0
#31:6474,-1.0,-1.0
#30:6502,-1.0,-1.0
#30:6508,-1.0,-1.0
#30:6710,-1.0,-1.0
#30:6580,-1.0,-1.0
#32:6544,5.0,0.0
#31:6676,-1.0,-1.0
#30:6521,-1.0,-1.0
#31:6513,-1.0,-1.0
#30:6709,-1.0,-1.0
#32:6493,-1.0,-1.0
#31:6548,-1.0,-1.0
#33:6469,-1.0,-1.0
#30:6579,-1.0,-1.0
#33:6603,-1.0,-1.0
#32:6629,-1.0,-1.0
#31:6675,-1.0,-1.0
#32:6470,-1.0,-1.0
#30:6708,-1.0,-1.0
#33:6602,-1.0,-1.0
#31:6536,-1.0,-1.0
#30:6557,-1.0,-1.0
#32:6628,-1.0,-1.0
#32:6492,-1.0,-1.0
#33:6466,-1.0,-1.0
#31:6674,-1.0,-1.0
#31:6608,4.0,0.0
#30:6578,-1.0,-1.0
#32:6562,4.0,1.0
#30:6707,-1.0,-1.0
#33:6601,-1.0,-1.0
#30:6706,-1.0,-1.0
#33:6639,-1.0,-1.0
#32:6509,-1.0,-1.0
#33:6600,-1.0,-1.0
#31:7121,-1.0,-1.0
#31:6656,3.0,1.0
#31:6591,-1.0,-1.0
#31:6712,-1.0,-1.0
#32:6610,3.0,0.0
#33:6584,4.0,0.0
#30:6746,-1.0,-1.0
#33:7044,-1.0,-1.0
#33:6536,4.0,0.0
#30:6612,-1.0,-1.0
#32:11100,4.0,0.0
#33:6610,4.0,1.0
#33:6535,-1.0,-1.0
#33:6523,3.0,0.0
#30:6628,3.0,0.0
#33:11073,4.0,1.0
#30:6640,-1.0,-1.0
#30:6641,4.0,0.0
#32:11099,3.0,0.0
#33:11069,3.0,0.0
#33:6564,4.0,0.0
#32:11098,3.0,0.0
#30:11192,3.0,0.0
#32:6636,3.0,1.0
#32:6626,-1.0,-1.0
#30:6761,4.0,0.0
#31:6672,-1.0,-1.0
#31:6682,4.0,1.0
#32:6633,5.0,1.0
#30:11191,3.0,0.0
#31:6680,3.0,0.0
#32:6637,-1.0,-1.0
#33:11063,4.0,-1.0
#32:11092,3.0,0.0
#30:6726,5.0,0.0
#31:6693,5.0,0.0
#30:6762,5.0,0.0
#33:6654,4.0,0.0
#30:7161,-1.0,-1.0
#33:6655,5.0,0.0
#32:6680,5.0,0.0
#32:6681,1.0,0.0
#33:6656,1.0,0.0
#32:6685,4.0,0.0
#32:6684,4.0,0.0
#30:6769,5.0,0.0
#33:6663,4.0,0.0
#33:7045,-1.0,-1.0
#30:6781,5.0,0.0
#31:6747,5.0,0.0
#32:7072,-1.0,-1.0
#31:7122,-1.0,-1.0
#30:7160,-1.0,-1.0
#31:6753,5.0,0.0
#32:6705,3.0,0.0
#33:6679,4.0,0.0
#31:6752,4.0,0.0
#31:6764,4.0,0.0
#32:6771,5.0,0.0
#32:6719,4.0,0.0
#33:6692,5.0,0.0
#31:6765,3.0,0.0
#30:6799,4.0,0.0
#32:6723,2.0,0.0
#31:6790,5.0,1.0
#32:6744,5.0,1.0
#30:6848,5.0,0.0
#32:6745,3.0,0.0
#30:6823,5.0,1.0
#31:6791,1.0,1.0
#32:6785,3.0,1.0
#33:6719,4.0,1.0
#30:6834,5.0,0.0
#30:6904,4.0,0.0
#31:6815,3.0,0.0
#30:6826,5.0,0.0
#33:6741,5.0,1.0
#33:6720,4.0,0.0
#32:6747,5.0,0.0
#33:6784,-1.0,0.0
#33:6721,4.0,0.0
#30:6853,5.0,0.0
#32:6768,1.0,0.0
#33:6722,4.0,0.0
#32:6749,4.0,0.0
#31:6794,1.0,0.0
#31:6797,5.0,0.0
#30:6832,5.0,1.0
#33:6725,1.0,0.0
#32:6752,2.0,0.0
#31:6800,5.0,0.0
#31:6798,5.0,0.0
#33:6726,4.0,0.0
#32:6765,5.0,1.0
#31:6799,5.0,0.0
#33:6728,4.0,1.0
#30:6836,-1.0,1.0
#31:6866,3.0,1.0
#32:6795,5.0,0.0
#31:6801,3.0,0.0
#32:6761,3.0,1.0
#33:6729,4.0,0.0
#31:6808,3.0,1.0
#32:6762,3.0,0.0
#33:6735,3.0,0.0
#33:6736,3.0,0.0
#30:6878,1.0,1.0
#30:6857,3.0,1.0
#32:6779,5.0,1.0
#33:6768,5.0,1.0
#33:6742,5.0,1.0
#33:6750,4.0,1.0
#30:6926,2.0,1.0
#32:6774,3.0,1.0
#32:6772,4.0,1.0
#32:6776,3.0,0.0
#30:6856,1.0,1.0
#31:6899,4.0,0.0
#33:6752,5.0,0.0
#30:6859,5.0,0.0
#30:6861,5.0,1.0
#33:6751,3.0,0.0
#31:6826,5.0,1.0
#30:6863,4.0,1.0
#33:6753,5.0,0.0
#32:6811,5.0,0.0
#31:6859,5.0,0.0
#30:7466,3.0,0.0
#30:6891,5.0,0.0
#30:7167,4.0,0.0
#33:6792,4.0,0.0
#31:6828,2.0,0.0
#30:6873,3.0,0.0
#32:6792,3.0,0.0
#31:6833,4.0,0.0
#31:6835,4.0,1.0
#31:6834,5.0,0.0
#30:6872,4.0,0.0
#31:6836,4.0,0.0
#33:6764,5.0,0.0
#32:6787,4.0,0.0
#31:6837,5.0,0.0
#30:6903,3.0,0.0
#30:6881,5.0,0.0
#33:6787,2.0,0.0
#32:6814,5.0,0.0
#31:6840,4.0,0.0
#31:6855,5.0,1.0
#32:6805,3.0,1.0
#32:6809,5.0,-1.0
#33:7180,5.0,1.0
#33:6780,2.0,0.0
#30:6899,3.0,1.0
#33:6779,4.0,0.0
#31:6868,5.0,1.0
#30:6895,2.0,0.0
#30:7950,5.0,0.0
#30:6896,5.0,0.0
#32:6810,5.0,0.0
#33:6783,5.0,0.0
#32:6812,5.0,1.0
#30:6901,3.0,0.0
#33:6791,2.0,0.0
#31:6862,5.0,0.0
#32:6850,5.0,0.0
#31:6867,5.0,0.0
#33:6813,4.0,0.0
#32:6819,3.0,0.0
#33:6793,5.0,0.0
#30:6908,2.0,1.0
#33:6795,4.0,0.0
#32:6823,4.0,1.0
#30:6906,3.0,1.0
#33:6822,5.0,1.0
#33:6796,5.0,1.0
#32:6824,5.0,0.0
#31:6898,5.0,0.0
#32:6957,5.0,0.0
#32:6827,5.0,1.0
#33:6801,4.0,0.0
#33:6807,4.0,0.0
#32:6828,3.0,0.0
#31:6875,5.0,0.0
#32:6840,5.0,0.0
#30:6921,5.0,0.0
#32:6845,4.0,0.0
#30:6920,4.0,0.0
#32:6841,4.0,1.0
#30:6927,5.0,0.0
#33:6814,4.0,0.0
#31:6901,5.0,1.0
#30:6935,5.0,0.0
#32:6852,3.0,1.0
#30:6929,3.0,0.0
#31:6895,3.0,1.0
#33:6829,3.0,1.0
#30:7310,5.0,0.0
#33:6820,5.0,0.0
#30:6942,2.0,1.0
#31:6897,5.0,0.0
#33:6819,5.0,1.0
#33:6863,2.0,1.0
#32:6851,5.0,0.0
#30:6936,5.0,0.0
#33:6862,3.0,1.0
#31:6903,5.0,0.0
#33:6828,5.0,0.0
#33:6832,3.0,0.0
#33:6840,4.0,1.0
#31:6909,5.0,0.0
#30:6945,3.0,0.0
#31:6907,5.0,1.0
#32:6856,3.0,0.0
#30:6974,5.0,1.0
#32:6904,5.0,1.0
#30:6956,5.0,1.0
#32:6873,5.0,0.0
#33:6877,5.0,0.0
#30:6946,5.0,0.0
#32:6863,4.0,0.0
#33:6861,5.0,1.0
#30:6950,5.0,1.0
#32:6861,3.0,0.0
#30:6952,3.0,0.0
#32:6871,5.0,1.0
#33:6839,3.0,0.0
#31:6936,5.0,1.0
#32:6923,5.0,1.0
#31:6914,3.0,0.0
#30:6991,5.0,0.0
#30:6953,4.0,0.0
#30:6958,5.0,0.0
#31:6925,5.0,0.0
#31:6921,5.0,0.0
#30:6976,2.0,0.0
#33:6857,4.0,1.0
#33:6850,4.0,0.0
#31:6919,5.0,0.0
#30:6957,5.0,1.0
#32:6880,4.0,0.0
#33:6852,5.0,0.0
#30:6965,4.0,0.0
#33:6860,3.0,1.0
#32:6903,5.0,0.0
#32:6887,3.0,1.0
#33:6956,3.0,0.0
#33:6864,3.0,1.0
#32:6898,5.0,1.0
#31:6941,4.0,1.0
#33:6859,3.0,0.0
#31:6935,5.0,0.0
#30:6983,5.0,1.0
#30:6987,5.0,1.0
#33:6869,5.0,1.0
#33:6876,5.0,0.0
#30:6985,5.0,0.0
#32:6940,5.0,0.0
#31:6953,5.0,0.0
#33:6871,5.0,1.0
#31:6947,3.0,0.0
#32:6899,3.0,0.0
#30:6999,3.0,0.0
#31:6951,3.0,0.0
#30:7004,5.0,0.0
#32:6912,3.0,0.0
#33:6873,5.0,1.0
#32:6939,5.0,1.0
#32:6910,5.0,1.0
#33:6904,-1.0,1.0
#32:6906,4.0,1.0
#31:6960,2.0,0.0
#32:6905,5.0,1.0
#30:7070,5.0,-1.0
#31:7032,1.0,0.0
#33:6885,4.0,0.0
#31:6952,4.0,0.0
#30:6992,5.0,1.0
#31:6986,2.0,0.0
#30:6995,5.0,1.0
#33:7341,4.0,0.0
#33:6883,4.0,0.0
#31:6957,5.0,0.0
#32:6984,1.0,-1.0
#32:6909,4.0,0.0
#32:6911,4.0,0.0
#33:6884,5.0,0.0
#30:6997,4.0,0.0
#31:6959,4.0,0.0
#31:6967,5.0,1.0
#30:7011,4.0,0.0
#33:6891,5.0,0.0
#33:6957,1.0,-1.0
#33:6914,5.0,0.0
#32:6916,5.0,0.0
#33:6894,5.0,0.0
#30:7001,5.0,1.0
#30:7109,3.0,1.0
#33:6890,4.0,0.0
#30:7008,5.0,0.0
#33:6892,5.0,1.0
#31:6970,5.0,0.0
#32:6925,4.0,0.0
#31:6979,5.0,1.0
#30:7010,5.0,0.0
#31:6973,5.0,0.0
#33:6913,5.0,-1.0
#30:7012,4.0,0.0
#32:6930,3.0,0.0
#32:6931,5.0,0.0
#31:7101,5.0,0.0
#32:6945,4.0,0.0
#33:6902,5.0,1.0
#30:7025,5.0,1.0
#30:7069,5.0,1.0
#30:7026,5.0,1.0
#33:6919,5.0,1.0
#33:6911,4.0,0.0
#30:7033,4.0,1.0
#31:6989,5.0,1.0
#32:6941,4.0,0.0
#31:6987,5.0,0.0
#31:6995,4.0,0.0
#33:6912,5.0,0.0
#33:6923,5.0,0.0
#33:6909,5.0,1.0
#32:6947,4.0,0.0
#31:6985,4.0,1.0
#33:6925,5.0,1.0
#33:6920,5.0,0.0
#32:7009,4.0,1.0
#30:7095,4.0,1.0
#31:9221,4.0,0.0
#31:7021,5.0,0.0
#31:7079,5.0,0.0
#32:6973,5.0,0.0
#30:7117,5.0,1.0
#30:7066,4.0,0.0
#33:6946,3.0,1.0
#30:7071,1.0,0.0
#33:6952,4.0,0.0
#31:7011,4.0,0.0
#30:7060,2.0,0.0
#32:7030,5.0,1.0
#31:7033,5.0,1.0
#30:7059,5.0,0.0
#30:7051,4.0,0.0
#33:6945,5.0,0.0
#30:7107,-1.0,1.0
#32:6981,5.0,1.0
#32:6985,5.0,0.0
#33:6954,5.0,0.0
#31:7031,5.0,1.0
#31:7035,5.0,0.0
#31:7244,3.0,1.0
#30:7068,3.0,0.0
#33:6960,5.0,1.0
#30:7087,5.0,1.0
#31:7050,4.0,0.0
#30:7073,3.0,0.0
#32:6987,5.0,0.0
#30:7077,4.0,0.0
#30:7111,5.0,0.0
#33:6963,4.0,0.0
#30:7116,5.0,0.0
#33:6985,5.0,0.0
#32:7008,5.0,1.0
#33:6976,3.0,0.0
#31:7061,5.0,0.0
#30:7088,5.0,1.0
#32:7002,4.0,0.0
#31:7069,5.0,1.0
#31:7395,3.0,0.0
#33:7002,5.0,1.0
#32:7024,5.0,1.0
#33:7167,4.0,1.0
#30:7100,5.0,0.0
#31:7077,5.0,0.0
#33:7036,5.0,0.0
#31:7067,3.0,1.0
#30:7094,4.0,1.0
#31:7072,5.0,0.0
#31:7113,5.0,0.0
#32:7014,4.0,0.0
#33:6992,4.0,0.0
#33:6998,5.0,1.0
#30:7126,5.0,1.0
#32:7023,1.0,0.0
#33:9141,3.0,0.0
#31:7211,5.0,1.0
#33:7095,4.0,0.0
#33:7001,5.0,1.0
#32:7037,5.0,1.0
#30:7114,3.0,1.0
#31:7085,5.0,1.0
#32:7100,5.0,1.0
#32:7064,5.0,0.0
#31:7082,4.0,0.0
#33:7010,5.0,1.0
#33:7071,5.0,0.0
#31:7100,3.0,0.0
#33:7031,5.0,1.0
#31:7091,5.0,1.0
#32:7050,3.0,0.0
#33:7017,5.0,1.0
#32:7057,5.0,0.0
#32:7049,4.0,1.0
#30:7138,3.0,0.0
#33:7081,5.0,1.0
#31:7129,5.0,0.0
#33:7025,3.0,1.0
#33:7166,5.0,1.0
#31:7110,4.0,0.0
#33:7029,4.0,1.0
#33:7096,4.0,0.0
#31:7109,5.0,0.0
#30:7253,3.0,1.0
#33:7032,5.0,1.0
#31:7215,2.0,0.0
#30:7197,5.0,1.0
#33:7048,3.0,0.0
#33:7050,4.0,1.0
#33:7082,5.0,1.0
#31:7172,4.0,0.0
#30:7169,5.0,1.0
#33:7051,5.0,1.0
#30:7187,5.0,0.0
#31:7131,5.0,1.0
#31:7184,-1.0,-1.0
#31:7151,5.0,1.0
#30:7236,5.0,0.0
#32:7101,5.0,0.0
#33:7086,5.0,1.0
#32:7122,4.0,0.0
#33:7072,5.0,0.0
#32:7099,5.0,0.0
#30:7212,5.0,1.0
#30:7198,5.0,1.0
#31:7191,5.0,1.0
#32:7120,5.0,0.0
#32:7119,2.0,0.0
#31:7198,5.0,1.0
#31:7170,4.0,0.0
#33:7121,4.0,0.0
#30:7230,3.0,0.0
#33:7240,5.0,0.0
#33:7097,5.0,0.0
#31:7192,5.0,0.0
#32:7265,4.0,0.0
#30:7218,4.0,0.0
#32:7142,5.0,1.0
#33:7118,3.0,0.0
#33:7137,2.0,0.0
#33:7115,5.0,0.0
#30:7258,5.0,1.0
#32:7143,5.0,1.0
#31:7240,4.0,0.0
#33:7122,3.0,1.0
#30:7241,3.0,0.0
#32:7145,2.0,0.0
#32:7167,5.0,1.0
#32:7149,4.0,0.0
#30:7298,4.0,0.0
#30:7256,5.0,1.0
#33:7237,4.0,0.0
#32:7168,4.0,0.0
#30:7356,5.0,0.0
#31:7268,5.0,0.0
#30:7257,5.0,0.0
#33:7163,4.0,0.0
#33:7144,-1.0,1.0
#31:7219,5.0,1.0
#30:7273,3.0,0.0
#31:7232,2.0,0.0
#30:7259,5.0,0.0
#32:7172,5.0,1.0
#33:7142,5.0,1.0
#31:7317,5.0,0.0
#31:7222,5.0,1.0
#31:7258,2.0,1.0
#31:7344,4.0,0.0
#32:7182,5.0,0.0
#30:7270,2.0,1.0
#31:7227,4.0,0.0
#30:7295,5.0,1.0
#30:7274,5.0,0.0
#31:7241,4.0,0.0
#32:7218,5.0,0.0
#32:7266,5.0,0.0
#33:7160,4.0,1.0
#31:7235,3.0,0.0
#31:7253,5.0,1.0
#31:7260,5.0,0.0
#31:7259,5.0,1.0
#32:7278,5.0,0.0
#31:7242,5.0,0.0
#33:7181,1.0,1.0
#33:7183,5.0,1.0
#32:7209,5.0,1.0
#30:7299,5.0,0.0
#33:7182,5.0,1.0
#33:7210,5.0,1.0
#31:7276,5.0,1.0
#31:7270,1.0,0.0
#30:7311,5.0,0.0
